Property ID,Property Address,Borough,Neighborhood,Property Manager,Tenant ID,Tenant Name,Tenant Category,Tenant Status,Monthly Rent,Latest AR Month,Latest Outstanding Balance,Latest Aging Bucket,Latest Collection Priority,Total Outstanding Balance,Months With Balance,High or Critical Months,AR Risk Status
PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Taylor Morgan,TEN-01151,Beacon Consulting 1151,Retail,Active,276308.68,2025-12-01,0.0,Current,Low,69077.17,12,0,High AR risk
PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Cameron Brooks,TEN-02096,Harbor Market 2096,Residential,Active,137433.31,2025-12-01,0.0,Current,Low,68716.66,12,0,High AR risk
PROP-0016,252 7 AVENUE,Manhattan,CHELSEA,Riley Chen,TEN-00191,Sterling Services 191,Residential,Active,127639.27,2025-12-01,0.0,Current,Low,63819.64,12,0,High AR risk
PROP-0112,45 EAST 80 STREET,Manhattan,UPPER EAST SIDE (79-96),Riley Chen,TEN-01378,Sterling Retail 1378,Office/Services,Active,62681.61,2025-12-01,0.0,Current,Low,62681.6,12,0,High AR risk
PROP-0153,2280 FREDERICK DOUGLASS BLVD,Manhattan,HARLEM-CENTRAL,Jordan Lee,TEN-01866,Parkside Labs 1866,Retail,Active,78690.15,2025-12-01,0.0,Current,Low,59017.61,12,0,High AR risk
PROP-0173,420 LEXINGTON AVENUE,Brooklyn,BEDFORD STUYVESANT,Drew Thompson,TEN-02124,Evergreen Cafe 2124,Residential,Month-to-Month,58987.7,2025-12-01,0.0,Current,Low,58987.69,12,0,High AR risk
PROP-0086,11-24 31 AVENUE,Queens,ASTORIA,Casey Rivera,TEN-01087,Urban Consulting 1087,Residential,Renewal Risk,36524.98,2025-12-01,0.0,Current,Low,54787.47,12,0,High AR risk
PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Avery Johnson,TEN-01636,Apex Consulting 1636,Residential,Active,72432.33,2025-12-01,0.0,Current,Low,54324.25,12,0,High AR risk
PROP-0033,550 VANDERBILT AVENUE,Brooklyn,PROSPECT HEIGHTS,Nadia Williams,TEN-00405,Metro Cafe 405,Residential,Active,107098.51,2025-12-01,0.0,Current,Low,53549.26,12,0,High AR risk
PROP-0078,250 EAST HOUSTON STREET,Manhattan,ALPHABET CITY,Avery Johnson,TEN-00963,Parkside Fitness 963,Residential,Active,103293.34,2025-12-01,0.0,Current,Low,51646.67,12,0,High AR risk
PROP-0168,57 READE STREET,Manhattan,CIVIC CENTER,Drew Thompson,TEN-02063,Pioneer Cafe 2063,Residential,Active,67772.05,2025-12-01,0.0,Current,Low,50829.04,12,0,High AR risk
PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Avery Johnson,TEN-00588,Northstar Group 588,Residential,Active,28592.71,2025-12-01,0.0,Current,Low,50037.24,12,0,High AR risk
PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Cameron Brooks,TEN-02094,Urban Services 2094,Residential,Active,98639.09,2025-12-01,0.0,Current,Low,49319.54,12,0,High AR risk
PROP-0135,160 WEST END AVENUE,Manhattan,UPPER WEST SIDE (59-79),Avery Johnson,TEN-01651,Sterling Holdings 1651,Residential,Month-to-Month,97372.59,2025-12-01,0.0,Current,Low,48686.3,12,0,High AR risk
PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Cameron Brooks,TEN-01619,Metro Design 1619,Office/Services,Active,63279.62,2025-12-01,0.0,Current,Low,47459.72,12,0,High AR risk
PROP-0033,550 VANDERBILT AVENUE,Brooklyn,PROSPECT HEIGHTS,Nadia Williams,TEN-00399,Evergreen Studio 399,Residential,Active,187818.72,2025-12-01,0.0,Current,Low,46954.68,12,0,High AR risk
PROP-0107,2 ELMWOOD PARK DRIVE,Staten Island,NEW SPRINGVILLE,Jordan Lee,TEN-01317,Harbor Consulting 1317,Residential,Active,60387.53,2025-12-01,0.0,Current,Low,45290.65,12,0,High AR risk
PROP-0079,200 EAST 94 STREET,Manhattan,UPPER EAST SIDE (79-96),Morgan Patel,TEN-00984,Liberty Retail 984,Retail,Active,90149.05,2025-12-01,0.0,Current,Low,45074.52,12,0,High AR risk
PROP-0074,30-02 39 AVENUE,Queens,LONG ISLAND CITY,Cameron Brooks,TEN-00892,Sterling Clinic 892,Residential,Active,89734.41,2025-12-01,0.0,Current,Low,44867.2,12,0,High AR risk
PROP-0046,755 KENT AVENUE,Brooklyn,WILLIAMSBURG-CENTRAL,Riley Chen,TEN-00559,Urban Clinic 559,Residential,Active,43372.68,2025-12-01,0.0,Current,Low,43372.68,12,0,High AR risk
PROP-0113,205 EAST 22 STREET,Manhattan,GRAMERCY,Jordan Lee,TEN-01389,Metro Clinic 1389,Residential,Active,55647.78,2025-12-01,0.0,Current,Low,41735.84,12,0,High AR risk
PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Jordan Lee,TEN-01575,Vista Services 1575,Residential,Active,41310.88,2025-12-01,0.0,Current,Low,41310.88,12,0,High AR risk
PROP-0098,151 WEST 17 STREET,Manhattan,CHELSEA,Nadia Williams,TEN-01209,Evergreen Design 1209,Residential,Active,40635.49,2025-12-01,0.0,Current,Low,40635.48,12,0,High AR risk
PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Taylor Morgan,TEN-01152,Sterling Consulting 1152,Residential,Month-to-Month,161378.35,2025-12-01,0.0,Current,Low,40344.59,12,0,High AR risk
PROP-0168,57 READE STREET,Manhattan,CIVIC CENTER,Drew Thompson,TEN-02068,Apex Studio 2068,Residential,Month-to-Month,79485.31,2025-12-01,0.0,Current,Low,39742.66,12,0,High AR risk
PROP-0144,123 3 AVENUE,Manhattan,EAST VILLAGE,Samira Khan,TEN-01762,Brightline Group 1762,Residential,Active,39531.55,2025-12-01,0.0,Current,Low,39531.55,12,0,High AR risk
PROP-0110,339 EAST 74 STREET,Manhattan,UPPER EAST SIDE (59-79),Riley Chen,TEN-01353,Urban Retail 1353,Residential,Active,78017.0,2025-12-01,0.0,Current,Low,39008.5,12,0,High AR risk
PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Avery Johnson,TEN-00587,Parkside Services 587,Residential,Active,76679.42,2025-12-01,0.0,Current,Low,38339.71,12,0,High AR risk
PROP-0097,416 WEST 52 STREET,Manhattan,CLINTON,Casey Rivera,TEN-01197,Northstar Consulting 1197,Residential,Renewal Risk,38325.61,2025-12-01,0.0,Current,Low,38325.61,12,0,High AR risk
PROP-0031,40 WEST 55 STREET,Manhattan,MIDTOWN WEST,Riley Chen,TEN-00378,Cedar Cafe 378,Residential,Active,48864.1,2025-12-01,0.0,Current,Low,36648.07,12,0,High AR risk
PROP-0112,45 EAST 80 STREET,Manhattan,UPPER EAST SIDE (79-96),Riley Chen,TEN-01384,Liberty Group 1384,Residential,Active,19892.67,2025-12-01,0.0,Current,Low,34812.17,12,0,High AR risk
PROP-0078,250 EAST HOUSTON STREET,Manhattan,ALPHABET CITY,Avery Johnson,TEN-00975,Urban Cafe 975,Residential,Active,68784.23,2025-12-01,0.0,Current,Low,34392.12,12,0,High AR risk
PROP-0097,416 WEST 52 STREET,Manhattan,CLINTON,Casey Rivera,TEN-01201,Urban Studio 1201,Residential,Active,45028.42,2025-12-01,0.0,Current,Low,33771.31,12,0,High AR risk
PROP-0168,57 READE STREET,Manhattan,CIVIC CENTER,Drew Thompson,TEN-02066,Sterling Pharmacy 2066,Residential,Month-to-Month,26696.68,2025-12-01,0.0,Current,Low,33370.85,12,0,High AR risk
PROP-0125,48 BEACH STREET,Manhattan,TRIBECA,Avery Johnson,TEN-01513,Apex Retail 1513,Residential,Month-to-Month,32959.27,2025-12-01,0.0,Current,Low,32959.27,12,0,High AR risk
PROP-0060,200 EAST 58 STREET,Manhattan,MIDTOWN EAST,Casey Rivera,TEN-00728,Sterling Services 728,Residential,Renewal Risk,60411.33,2025-12-01,0.0,Current,Low,30205.66,12,0,High AR risk
PROP-0078,250 EAST HOUSTON STREET,Manhattan,ALPHABET CITY,Avery Johnson,TEN-00962,Cornerstone Services 962,Residential,Active,29855.85,2025-12-01,0.0,Current,Low,29855.85,12,0,High AR risk
PROP-0069,90 BAY STREET LANDING,Staten Island,NEW BRIGHTON-ST. GEORGE,Jordan Lee,TEN-00841,Apex Partners 841,Residential,Active,57489.08,2025-12-01,0.0,Current,Low,28744.54,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00221,Hudson Consulting 221,Residential,Active,36388.08,2025-12-01,0.0,Current,Low,27291.06,12,0,High AR risk
PROP-0142,83-09 TALBOT STREET,Queens,KEW GARDENS,Taylor Morgan,TEN-01737,Liberty Fitness 1737,Residential,Renewal Risk,35474.36,2025-12-01,0.0,Current,Low,26605.77,12,0,High AR risk
PROP-0153,2280 FREDERICK DOUGLASS BLVD,Manhattan,HARLEM-CENTRAL,Jordan Lee,TEN-01873,Cedar Retail 1873,Food & Beverage,Month-to-Month,34911.93,2025-12-01,0.0,Current,Low,26183.95,12,0,High AR risk
PROP-0070,48 EAST END AVENUE,Manhattan,UPPER EAST SIDE (79-96),Morgan Patel,TEN-00844,Metro Clinic 844,Residential,Active,12968.13,2025-12-01,0.0,Current,Low,25936.26,12,0,High AR risk
PROP-0158,31 NORTH MOORE STREET,Manhattan,TRIBECA,Avery Johnson,TEN-01946,Sterling Consulting 1946,Residential,Active,16871.29,2025-12-01,0.0,Current,Low,25306.94,12,0,High AR risk
PROP-0138,63-36 99 STREET,Queens,REGO PARK,Cameron Brooks,TEN-01680,Liberty Partners 1680,Residential,Active,50336.76,2025-12-01,0.0,Current,Low,25168.38,12,0,High AR risk
PROP-0066,40 BOND STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Morgan Patel,TEN-00806,Urban Partners 806,Retail,Active,49397.39,2025-12-01,0.0,Current,Low,24698.7,12,0,High AR risk
PROP-0075,61-05 39 AVENUE,Queens,WOODSIDE,Morgan Patel,TEN-00924,Liberty Cafe 924,Residential,Active,24467.41,2025-12-01,0.0,Current,Low,24467.41,12,0,High AR risk
PROP-0078,250 EAST HOUSTON STREET,Manhattan,ALPHABET CITY,Avery Johnson,TEN-00972,Urban Design 972,Residential,Active,32399.73,2025-12-01,0.0,Current,Low,24299.8,12,0,High AR risk
PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Cameron Brooks,TEN-02092,Hudson Design 2092,Office/Services,Active,96307.06,2025-12-01,0.0,Current,Low,24076.76,12,0,High AR risk
PROP-0086,11-24 31 AVENUE,Queens,ASTORIA,Casey Rivera,TEN-01088,Summit Partners 1088,Residential,Active,18637.7,2025-12-01,0.0,Current,Low,23297.13,12,0,High AR risk
PROP-0161,491 GREENWICH STREET,Manhattan,SOHO,Samira Khan,TEN-01979,Hudson Group 1979,Residential,Month-to-Month,23060.18,2025-12-01,0.0,Current,Low,23060.18,12,0,High AR risk
PROP-0018,260 BEACH 81 STREET,Queens,HAMMELS,Samira Khan,TEN-00213,Cornerstone Partners 213,Residential,Active,23034.34,2025-12-01,0.0,Current,Low,23034.34,12,0,High AR risk
PROP-0119,318 WARREN STREET,Brooklyn,BOERUM HILL,Nadia Williams,TEN-01446,Vista Studio 1446,Residential,Active,30333.71,2025-12-01,0.0,Current,Low,22750.28,12,0,High AR risk
PROP-0111,260 PARK AVENUE SOUTH,Manhattan,FLATIRON,Casey Rivera,TEN-01368,Atlas Services 1368,Residential,Active,90359.34,2025-12-01,0.0,Current,Low,22589.84,12,0,High AR risk
PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Samira Khan,TEN-00738,Summit Labs 738,Residential,Active,30003.7,2025-12-01,0.0,Current,Low,22502.78,12,0,High AR risk
PROP-0159,79 LAIGHT STREET,Manhattan,TRIBECA,Jordan Lee,TEN-01950,Northstar Studio 1950,Residential,Active,29887.2,2025-12-01,0.0,Current,Low,22415.4,12,0,High AR risk
PROP-0045,55 3 AVENUE,Manhattan,EAST VILLAGE,Casey Rivera,TEN-00546,Pioneer Studio 546,Residential,Active,29785.13,2025-12-01,0.0,Current,Low,22338.85,12,0,High AR risk
PROP-0173,420 LEXINGTON AVENUE,Brooklyn,BEDFORD STUYVESANT,Drew Thompson,TEN-02122,Cornerstone Market 2122,Residential,Active,28683.63,2025-12-01,0.0,Current,Low,21512.73,12,0,High AR risk
PROP-0066,40 BOND STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Morgan Patel,TEN-00795,Cornerstone Services 795,Residential,Active,42913.31,2025-12-01,0.0,Current,Low,21456.66,12,0,High AR risk
PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Taylor Morgan,TEN-01149,Liberty Clinic 1149,Residential,Active,82876.8,2025-12-01,0.0,Current,Low,20719.2,12,0,High AR risk
PROP-0122,27 KING STREET,Manhattan,SOHO,Cameron Brooks,TEN-01471,Hudson Group 1471,Residential,Active,41248.09,2025-12-01,0.0,Current,Low,20624.04,12,0,High AR risk
PROP-0112,45 EAST 80 STREET,Manhattan,UPPER EAST SIDE (79-96),Riley Chen,TEN-01380,Apex Studio 1380,Residential,Active,27424.47,2025-12-01,0.0,Current,Low,20568.35,12,0,High AR risk
PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Taylor Morgan,TEN-01778,Atlas Clinic 1778,Residential,Month-to-Month,13432.48,2025-12-01,0.0,Current,Low,20148.72,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00234,Northstar Clinic 234,Residential,Renewal Risk,11201.68,2025-12-01,0.0,Current,Low,19602.94,12,0,High AR risk
PROP-0085,102 BRADHURST AVENUE,Manhattan,HARLEM-CENTRAL,Nadia Williams,TEN-01066,Summit Retail 1066,Residential,Active,76328.11,2025-12-01,0.0,Current,Low,19082.03,12,0,High AR risk
PROP-0097,416 WEST 52 STREET,Manhattan,CLINTON,Casey Rivera,TEN-01198,Hudson Services 1198,Residential,Active,37560.0,2025-12-01,0.0,Current,Low,18780.0,12,0,High AR risk
PROP-0013,125 NORTH 10 STREET,Brooklyn,WILLIAMSBURG-NORTH,Nadia Williams,TEN-00151,Beacon Holdings 151,Office/Services,Active,14951.83,2025-12-01,0.0,Current,Low,18689.79,12,0,High AR risk
PROP-0125,48 BEACH STREET,Manhattan,TRIBECA,Avery Johnson,TEN-01511,Hudson Partners 1511,Residential,Active,18628.12,2025-12-01,0.0,Current,Low,18628.12,12,0,High AR risk
PROP-0076,1078 FULTON STREET,Brooklyn,BEDFORD STUYVESANT,Jordan Lee,TEN-00943,Parkside Retail 943,Retail,Month-to-Month,18372.46,2025-12-01,0.0,Current,Low,18372.46,12,0,High AR risk
PROP-0107,2 ELMWOOD PARK DRIVE,Staten Island,NEW SPRINGVILLE,Jordan Lee,TEN-01323,Cedar Holdings 1323,Residential,Renewal Risk,10480.28,2025-12-01,0.0,Current,Low,18340.49,12,0,High AR risk
PROP-0052,150 EAST 37 STREET,Manhattan,MURRAY HILL,Riley Chen,TEN-00630,Cedar Services 630,Residential,Active,9076.59,2025-12-01,0.0,Current,Low,18153.18,12,0,High AR risk
PROP-0046,755 KENT AVENUE,Brooklyn,WILLIAMSBURG-CENTRAL,Riley Chen,TEN-00556,Hudson Market 556,Residential,Active,35696.76,2025-12-01,0.0,Current,Low,17848.38,12,0,High AR risk
PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Taylor Morgan,TEN-01774,Summit Partners 1774,Residential,Active,17172.93,2025-12-01,0.0,Current,Low,17172.93,12,0,High AR risk
PROP-0118,195 HUDSON STREET,Manhattan,TRIBECA,Riley Chen,TEN-01426,Apex Cafe 1426,Residential,Active,22846.31,2025-12-01,0.0,Current,Low,17134.73,12,0,High AR risk
PROP-0015,38-22 147 STREET,Queens,FLUSHING-NORTH,Jordan Lee,TEN-00180,Sterling Clinic 180,Residential,Active,17120.14,2025-12-01,0.0,Current,Low,17120.14,12,0,High AR risk
PROP-0066,40 BOND STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Morgan Patel,TEN-00794,Beacon Fitness 794,Residential,Active,33991.54,2025-12-01,0.0,Current,Low,16995.77,12,0,High AR risk
PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Taylor Morgan,TEN-01770,Summit Services 1770,Residential,Active,22505.97,2025-12-01,0.0,Current,Low,16879.48,12,0,High AR risk
PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Cameron Brooks,TEN-01618,Sterling Studio 1618,Food & Beverage,Active,67234.89,2025-12-01,0.0,Current,Low,16808.72,12,0,High AR risk
PROP-0124,2132 2 AVENUE,Manhattan,HARLEM-EAST,Jordan Lee,TEN-01505,Brightline Consulting 1505,Residential,Active,9416.07,2025-12-01,0.0,Current,Low,16478.12,12,0,High AR risk
PROP-0156,3050 CORLEAR AVENUE,Bronx,KINGSBRIDGE/JEROME PARK,Morgan Patel,TEN-01909,Atlas Studio 1909,Office/Services,Month-to-Month,16108.25,2025-12-01,0.0,Current,Low,16108.25,12,0,High AR risk
PROP-0145,255 WEST 84 STREET,Manhattan,UPPER WEST SIDE (79-96),Taylor Morgan,TEN-01771,Atlas Holdings 1771,Residential,Active,31916.95,2025-12-01,0.0,Current,Low,15958.48,12,0,High AR risk
PROP-0096,302 BROOME STREET,Manhattan,LOWER EAST SIDE,Drew Thompson,TEN-01188,Atlas Pharmacy 1188,Residential,Active,15814.7,2025-12-01,0.0,Current,Low,15814.7,12,0,High AR risk
PROP-0089,136-17 MAPLE AVENUE,Queens,FLUSHING-NORTH,Jordan Lee,TEN-01129,Cornerstone Design 1129,Residential,Active,31479.98,2025-12-01,0.0,Current,Low,15739.99,12,0,High AR risk
PROP-0088,148 EAST 24 STREET,Manhattan,GRAMERCY,Taylor Morgan,TEN-01115,Harbor Group 1115,Retail,Active,30235.03,2025-12-01,0.0,Current,Low,15117.52,12,0,High AR risk
PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Jordan Lee,TEN-00037,Cornerstone Consulting 37,Residential,Active,30206.87,2025-12-01,0.0,Current,Low,15103.44,12,0,High AR risk
PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Samira Khan,TEN-00737,Parkside Consulting 737,Residential,Active,29685.34,2025-12-01,0.0,Current,Low,14842.67,12,0,High AR risk
PROP-0105,40-40 75 STREET,Queens,ELMHURST,Taylor Morgan,TEN-01300,Cedar Studio 1300,Residential,Active,29481.46,2025-12-01,0.0,Current,Low,14740.73,12,0,High AR risk
PROP-0056,3015 BRIGHTON 6 STREET,Brooklyn,BRIGHTON BEACH,Samira Khan,TEN-00676,Apex Partners 676,Residential,Month-to-Month,9753.43,2025-12-01,0.0,Current,Low,14630.15,12,0,High AR risk
PROP-0104,10 NEVINS STREET,Brooklyn,DOWNTOWN-FULTON MALL,Nadia Williams,TEN-01279,Brightline Market 1279,Retail,Active,58408.13,2025-12-01,0.0,Current,Low,14602.03,12,0,High AR risk
PROP-0132,1 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Taylor Morgan,TEN-01598,Metro Design 1598,Residential,Active,29131.72,2025-12-01,0.0,Current,Low,14565.86,12,0,High AR risk
PROP-0048,220 WEST 148 STREET,Manhattan,HARLEM-CENTRAL,Taylor Morgan,TEN-00574,Summit Group 574,Residential,Active,19405.27,2025-12-01,0.0,Current,Low,14553.95,12,0,High AR risk
PROP-0152,2803 OCEAN PARKWAY,Brooklyn,BRIGHTON BEACH,Avery Johnson,TEN-01862,Northstar Pharmacy 1862,Fitness/Wellness,Active,29103.46,2025-12-01,0.0,Current,Low,14551.73,12,0,High AR risk
PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Cameron Brooks,TEN-01611,Harbor Market 1611,Residential,Active,19376.61,2025-12-01,0.0,Current,Low,14532.46,12,0,High AR risk
PROP-0085,102 BRADHURST AVENUE,Manhattan,HARLEM-CENTRAL,Nadia Williams,TEN-01068,Sterling Group 1068,Residential,Active,56797.78,2025-12-01,0.0,Current,Low,14199.44,12,0,High AR risk
PROP-0164,519 WEST 135 STREET,Manhattan,HARLEM-WEST,Casey Rivera,TEN-02016,Liberty Pharmacy 2016,Residential,Active,27876.48,2025-12-01,0.0,Current,Low,13938.24,12,0,High AR risk
PROP-0046,755 KENT AVENUE,Brooklyn,WILLIAMSBURG-CENTRAL,Riley Chen,TEN-00564,Cedar Labs 564,Residential,Active,55480.02,2025-12-01,0.0,Current,Low,13870.0,12,0,High AR risk
PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00225,Apex Consulting 225,Residential,Month-to-Month,13865.0,2025-12-01,0.0,Current,Low,13865.0,12,0,High AR risk
PROP-0045,55 3 AVENUE,Manhattan,EAST VILLAGE,Casey Rivera,TEN-00548,Metro Group 548,Food & Beverage,Month-to-Month,55073.14,2025-12-01,0.0,Current,Low,13768.28,12,0,High AR risk
PROP-0161,491 GREENWICH STREET,Manhattan,SOHO,Samira Khan,TEN-01977,Hudson Clinic 1977,Residential,Active,27449.52,2025-12-01,0.0,Current,Low,13724.76,12,0,High AR risk
PROP-0048,220 WEST 148 STREET,Manhattan,HARLEM-CENTRAL,Taylor Morgan,TEN-00586,Evergreen Partners 586,Residential,Active,27324.24,2025-12-01,0.0,Current,Low,13662.12,12,0,High AR risk
PROP-0170,465 WEST 23 STREET,Manhattan,CHELSEA,Casey Rivera,TEN-02084,Evergreen Consulting 2084,Residential,Active,54416.96,2025-12-01,0.0,Current,Low,13604.24,12,0,High AR risk
PROP-0158,31 NORTH MOORE STREET,Manhattan,TRIBECA,Avery Johnson,TEN-01945,Hudson Group 1945,Residential,Active,26930.11,2025-12-01,0.0,Current,Low,13465.06,12,0,High AR risk
PROP-0069,90 BAY STREET LANDING,Staten Island,NEW BRIGHTON-ST. GEORGE,Jordan Lee,TEN-00833,Sterling Services 833,Residential,Active,8957.2,2025-12-01,0.0,Current,Low,13435.8,12,0,High AR risk
PROP-0034,525 PARK AVENUE,Manhattan,UPPER EAST SIDE (59-79),Samira Khan,TEN-00415,Cedar Consulting 415,Residential,Active,53556.82,2025-12-01,0.0,Current,Low,13389.2,12,0,High AR risk
PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Avery Johnson,TEN-00596,Cornerstone Retail 596,Residential,Active,17438.26,2025-12-01,0.0,Current,Low,13078.7,12,0,High AR risk
PROP-0126,31-35 31 STREET,Queens,ASTORIA,Nadia Williams,TEN-01531,Harbor Retail 1531,Retail,Active,17251.72,2025-12-01,0.0,Current,Low,12938.79,12,0,High AR risk
PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Jordan Lee,TEN-01561,Beacon Clinic 1561,Residential,Active,25770.38,2025-12-01,0.0,Current,Low,12885.19,12,0,High AR risk
PROP-0170,465 WEST 23 STREET,Manhattan,CHELSEA,Casey Rivera,TEN-02079,Apex Fitness 2079,Residential,Renewal Risk,51353.84,2025-12-01,0.0,Current,Low,12838.46,12,0,High AR risk
PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Samira Khan,TEN-00736,Apex Clinic 736,Office/Services,Active,25628.28,2025-12-01,0.0,Current,Low,12814.14,12,0,High AR risk
PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Samira Khan,TEN-00735,Sterling Cafe 735,Residential,Active,16919.83,2025-12-01,0.0,Current,Low,12689.87,12,0,High AR risk
PROP-0104,10 NEVINS STREET,Brooklyn,DOWNTOWN-FULTON MALL,Nadia Williams,TEN-01277,Brightline Design 1277,Healthcare,Active,25207.07,2025-12-01,0.0,Current,Low,12603.54,12,0,High AR risk
PROP-0123,2185 ADAM C. POWELL BOULEVARD,Manhattan,HARLEM-CENTRAL,Riley Chen,TEN-01490,Summit Group 1490,Residential,Active,8311.26,2025-12-01,0.0,Current,Low,12466.89,12,0,High AR risk
PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Riley Chen,TEN-00236,Apex Market 236,Residential,Active,12434.81,2025-12-01,0.0,Current,Low,12434.81,12,0,High AR risk
PROP-0052,150 EAST 37 STREET,Manhattan,MURRAY HILL,Riley Chen,TEN-00631,Parkside Design 631,Residential,Active,12407.56,2025-12-01,0.0,Current,Low,12407.56,12,0,High AR risk
PROP-0129,520 EAST 81 STREET,Manhattan,UPPER EAST SIDE (79-96),Jordan Lee,TEN-01566,Liberty Market 1566,Residential,Active,24616.28,2025-12-01,0.0,Current,Low,12308.14,12,0,High AR risk
PROP-0113,205 EAST 22 STREET,Manhattan,GRAMERCY,Jordan Lee,TEN-01390,Hudson Clinic 1390,Residential,Active,49110.69,2025-12-01,0.0,Current,Low,12277.67,12,0,High AR risk
PROP-0082,415 EAST 54 STREET,Manhattan,MIDTOWN EAST,Riley Chen,TEN-01024,Liberty Pharmacy 1024,Residential,Active,48518.44,2025-12-01,0.0,Current,Low,12129.61,12,0,High AR risk
PROP-0167,220 WEST BROADWAY,Manhattan,TRIBECA,Cameron Brooks,TEN-02046,Apex Fitness 2046,Residential,Active,11651.72,2025-12-01,0.0,Current,Low,11651.72,12,0,High AR risk
PROP-0159,79 LAIGHT STREET,Manhattan,TRIBECA,Jordan Lee,TEN-01955,Evergreen Consulting 1955,Healthcare,Active,11649.25,2025-12-01,0.0,Current,Low,11649.25,12,0,High AR risk
PROP-0061,4215 PARK AVENUE,Bronx,BATHGATE,Samira Khan,TEN-00745,Northstar Services 745,Residential,Renewal Risk,23267.17,2025-12-01,0.0,Current,Low,11633.58,12,0,High AR risk
PROP-0048,220 WEST 148 STREET,Manhattan,HARLEM-CENTRAL,Taylor Morgan,TEN-00583,Pioneer Design 583,Residential,Active,22578.82,2025-12-01,0.0,Current,Low,11289.41,12,0,High AR risk
PROP-0065,3427 BRUCKNER BOULEVARD,Bronx,SCHUYLERVILLE/PELHAM BAY,Morgan Patel,TEN-00792,Vista Services 792,Residential,Active,11198.98,2025-12-01,0.0,Current,Low,11198.98,12,0,High AR risk
PROP-0045,55 3 AVENUE,Manhattan,EAST VILLAGE,Casey Rivera,TEN-00545,Northstar Holdings 545,Residential,Active,44616.29,2025-12-01,0.0,Current,Low,11154.07,12,0,High AR risk
PROP-0103,7 GRAMERCY PARK WEST,Manhattan,GRAMERCY,Nadia Williams,TEN-01262,Parkside Cafe 1262,Residential,Active,22257.21,2025-12-01,0.0,Current,Low,11128.6,12,0,High AR risk
PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Avery Johnson,TEN-00590,Evergreen Studio 590,Residential,Active,21906.31,2025-12-01,0.0,Current,Low,10953.16,12,0,High AR risk
PROP-0042,205 BLEECKER STREET,Manhattan,GREENWICH VILLAGE-CENTRAL,Casey Rivera,TEN-00504,Cornerstone Cafe 504,Residential,Renewal Risk,14203.16,2025-12-01,0.0,Current,Low,10652.37,12,0,High AR risk
PROP-0119,318 WARREN STREET,Brooklyn,BOERUM HILL,Nadia Williams,TEN-01441,Evergreen Clinic 1441,Residential,Active,42001.49,2025-12-01,0.0,Current,Low,10500.37,12,0,High AR risk
PROP-0144,123 3 AVENUE,Manhattan,EAST VILLAGE,Samira Khan,TEN-01765,Northstar Cafe 1765,Residential,Renewal Risk,13873.55,2025-12-01,0.0,Current,Low,10405.16,12,0,High AR risk
PROP-0159,79 LAIGHT STREET,Manhattan,TRIBECA,Jordan Lee,TEN-01961,Sterling Clinic 1961,Residential,Active,20807.68,2025-12-01,0.0,Current,Low,10403.84,12,0,High AR risk
