work_order_id,property_id,tenant_id,opened_date,closed_date,work_order_category,priority,status,sla_days,days_to_close,overdue_flag,estimated_cost,vendor_id,vendor_name,synthetic_record
WO-0001092,PROP-0052,,2025-10-27,2025-10-31,Plumbing,Medium,Closed,7,4,False,76.24,VEND-002,Skyline Maintenance,True
WO-0001093,PROP-0052,TEN-00625,2025-11-10,2025-11-17,Electrical,Medium,Closed,7,7,False,391.43,VEND-012,Sparkle Janitorial,True
WO-0001094,PROP-0052,,2025-12-15,2025-12-17,Plumbing,Medium,Closed,7,2,False,140.69,VEND-005,Bright Electric,True
WO-0001095,PROP-0053,TEN-00641,2025-02-06,,HVAC,Low,In Progress,14,,True,50.0,VEND-003,Metro Mechanical,True
WO-0001096,PROP-0053,,2025-03-02,2025-03-06,HVAC,High,Closed,3,4,True,1695.94,VEND-010,FrontDesk Patrol,True
WO-0001097,PROP-0053,,2025-03-20,2025-03-26,Plumbing,Medium,Closed,7,6,False,189.49,VEND-009,Guardian Security,True
WO-0001098,PROP-0053,,2025-04-07,2025-04-15,Electrical,Low,Closed,14,8,False,68.26,VEND-004,Ace Plumbing,True
WO-0001099,PROP-0053,TEN-00641,2025-05-02,2025-05-03,HVAC,High,Closed,3,1,False,361.6,VEND-012,Sparkle Janitorial,True
WO-0001100,PROP-0053,TEN-00641,2025-06-03,2025-06-16,HVAC,Low,Closed,14,13,False,59.66,VEND-004,Ace Plumbing,True
WO-0001101,PROP-0053,,2025-08-20,2025-08-22,HVAC,Low,Closed,14,2,False,50.0,VEND-003,Metro Mechanical,True
WO-0001102,PROP-0053,TEN-00649,2025-09-21,2025-09-26,Security,Medium,Closed,7,5,False,352.51,VEND-012,Sparkle Janitorial,True
WO-0001103,PROP-0053,,2025-10-17,2025-10-21,Electrical,Medium,Closed,7,4,False,591.49,VEND-004,Ace Plumbing,True
WO-0001104,PROP-0053,,2025-12-14,2025-12-23,Preventive Maintenance,Low,Closed,14,9,False,241.62,VEND-004,Ace Plumbing,True
WO-0001105,PROP-0054,TEN-00660,2025-02-11,2025-02-14,Elevator,High,Closed,3,3,False,1265.87,VEND-003,Metro Mechanical,True
WO-0001106,PROP-0054,TEN-00662,2025-03-22,2025-03-27,Preventive Maintenance,Medium,Closed,7,5,False,50.0,VEND-004,Ace Plumbing,True
WO-0001107,PROP-0054,TEN-00655,2025-04-08,2025-04-09,Elevator,Low,Closed,14,1,False,134.69,VEND-004,Ace Plumbing,True
WO-0001108,PROP-0054,TEN-00666,2025-04-04,,HVAC,Medium,In Progress,7,,False,618.17,VEND-010,FrontDesk Patrol,True
WO-0001109,PROP-0054,TEN-00652,2025-05-22,2025-06-03,Security,Low,Closed,14,12,False,285.65,VEND-004,Ace Plumbing,True
WO-0001110,PROP-0054,TEN-00659,2025-05-23,2025-05-29,Janitorial,High,Closed,3,6,True,674.35,VEND-003,Metro Mechanical,True
WO-0001111,PROP-0054,TEN-00655,2025-07-22,2025-08-16,HVAC,Low,Closed,14,25,True,180.29,VEND-011,CleanCore Services,True
WO-0001112,PROP-0054,,2025-08-25,,HVAC,Low,In Progress,14,,False,50.0,VEND-005,Bright Electric,True
WO-0001113,PROP-0054,TEN-00658,2025-09-22,2025-09-25,Common Area,Medium,Closed,7,3,False,430.41,VEND-010,FrontDesk Patrol,True
WO-0001114,PROP-0054,TEN-00655,2025-10-06,2025-10-17,Janitorial,Medium,Closed,7,11,True,130.99,VEND-003,Metro Mechanical,True
WO-0001115,PROP-0054,,2025-10-10,,Electrical,Critical,In Progress,1,,True,5988.58,VEND-009,Guardian Security,True
WO-0001116,PROP-0054,TEN-00652,2025-11-03,,HVAC,Medium,Open,7,,True,435.63,VEND-009,Guardian Security,True
WO-0001117,PROP-0054,,2025-12-16,2025-12-17,Tenant Request,High,Closed,3,1,False,693.45,VEND-002,Skyline Maintenance,True
WO-0001118,PROP-0054,TEN-00659,2025-12-13,2025-12-25,Common Area,Low,Closed,14,12,False,171.66,VEND-001,Rapid Repair Co,True
WO-0001119,PROP-0055,,2025-01-13,2025-01-16,Security,High,Closed,3,3,False,582.36,VEND-004,Ace Plumbing,True
WO-0001120,PROP-0055,TEN-00669,2025-01-13,2025-02-04,Tenant Request,Medium,Closed,7,22,True,156.79,VEND-001,Rapid Repair Co,True
WO-0001121,PROP-0055,TEN-00669,2025-02-13,2025-02-16,HVAC,Medium,Closed,7,3,False,98.18,VEND-011,CleanCore Services,True
WO-0001122,PROP-0055,TEN-00668,2025-02-17,2025-03-09,Electrical,Medium,Closed,7,20,True,219.15,VEND-005,Bright Electric,True
WO-0001123,PROP-0055,TEN-00670,2025-03-16,,Common Area,High,Open,3,,True,1170.03,VEND-012,Sparkle Janitorial,True
WO-0001124,PROP-0055,,2025-03-09,2025-03-21,Common Area,Low,Closed,14,12,False,563.09,VEND-010,FrontDesk Patrol,True
WO-0001125,PROP-0055,TEN-00671,2025-05-15,2025-05-18,Tenant Request,Low,Closed,14,3,False,215.28,VEND-009,Guardian Security,True
WO-0001126,PROP-0055,,2025-05-01,2025-05-07,Plumbing,Medium,Closed,7,6,False,345.16,VEND-012,Sparkle Janitorial,True
WO-0001127,PROP-0055,TEN-00667,2025-06-03,2025-06-10,Tenant Request,Medium,Closed,7,7,False,817.19,VEND-009,Guardian Security,True
WO-0001128,PROP-0055,TEN-00668,2025-08-21,2025-08-27,Common Area,Medium,Closed,7,6,False,50.0,VEND-003,Metro Mechanical,True
WO-0001129,PROP-0055,TEN-00668,2025-08-19,2025-08-20,Janitorial,Medium,Closed,7,1,False,279.58,VEND-012,Sparkle Janitorial,True
WO-0001130,PROP-0055,TEN-00668,2025-09-20,2025-09-21,Preventive Maintenance,Medium,Closed,7,1,False,391.42,VEND-010,FrontDesk Patrol,True
WO-0001131,PROP-0055,,2025-09-18,2025-09-22,Plumbing,Low,Closed,14,4,False,106.72,VEND-009,Guardian Security,True
WO-0001132,PROP-0055,TEN-00670,2025-10-13,2025-10-14,Security,Critical,Closed,1,1,False,2664.76,VEND-002,Skyline Maintenance,True
WO-0001133,PROP-0055,TEN-00671,2025-11-11,2025-11-16,Security,Medium,Closed,7,5,False,1274.79,VEND-003,Metro Mechanical,True
WO-0001134,PROP-0055,,2025-11-25,2025-11-26,Preventive Maintenance,High,Closed,3,1,False,759.79,VEND-004,Ace Plumbing,True
WO-0001135,PROP-0055,TEN-00667,2025-12-12,2025-12-13,Elevator,High,Closed,3,1,False,54.46,VEND-012,Sparkle Janitorial,True
WO-0001136,PROP-0055,,2025-12-23,2026-01-01,Electrical,Low,Closed,14,9,False,422.62,VEND-011,CleanCore Services,True
WO-0001137,PROP-0056,TEN-00683,2025-01-06,2025-01-14,Electrical,Medium,Closed,7,8,True,221.01,VEND-011,CleanCore Services,True
WO-0001138,PROP-0056,TEN-00682,2025-01-22,2025-01-29,Elevator,Low,Closed,14,7,False,152.58,VEND-005,Bright Electric,True
WO-0001139,PROP-0056,TEN-00679,2025-01-09,,Janitorial,High,In Progress,3,,True,1670.47,VEND-009,Guardian Security,True
WO-0001140,PROP-0056,TEN-00675,2025-01-04,,Elevator,Low,Open,14,,False,177.1,VEND-005,Bright Electric,True
WO-0001141,PROP-0056,,2025-01-09,2025-01-11,Plumbing,Low,Closed,14,2,False,486.9,VEND-001,Rapid Repair Co,True
WO-0001142,PROP-0056,TEN-00674,2025-01-04,,Elevator,Low,Open,14,,False,103.08,VEND-009,Guardian Security,True
WO-0001143,PROP-0056,TEN-00677,2025-02-06,2025-02-07,Plumbing,High,Closed,3,1,False,269.21,VEND-005,Bright Electric,True
WO-0001144,PROP-0056,,2025-03-02,2025-03-03,Tenant Request,Medium,Closed,7,1,False,405.46,VEND-005,Bright Electric,True
WO-0001145,PROP-0056,TEN-00673,2025-04-25,,HVAC,Low,Open,14,,False,79.0,VEND-004,Ace Plumbing,True
WO-0001146,PROP-0056,,2025-04-16,,Plumbing,Medium,Open,7,,True,455.28,VEND-003,Metro Mechanical,True
WO-0001147,PROP-0056,TEN-00681,2025-05-10,2025-05-21,Plumbing,Medium,Closed,7,11,True,174.7,VEND-005,Bright Electric,True
WO-0001148,PROP-0056,TEN-00679,2025-06-21,2025-06-24,HVAC,Medium,Closed,7,3,False,82.1,VEND-004,Ace Plumbing,True
WO-0001149,PROP-0056,,2025-06-04,,Preventive Maintenance,Low,Open,14,,False,149.15,VEND-001,Rapid Repair Co,True
WO-0001150,PROP-0056,TEN-00679,2025-06-18,,Janitorial,Low,In Progress,14,,False,74.01,VEND-004,Ace Plumbing,True
WO-0001151,PROP-0056,TEN-00674,2025-07-11,2025-07-19,Preventive Maintenance,Medium,Closed,7,8,True,495.25,VEND-004,Ace Plumbing,True
WO-0001152,PROP-0056,TEN-00674,2025-07-15,2025-07-30,Elevator,Low,Closed,14,15,True,188.12,VEND-004,Ace Plumbing,True
WO-0001153,PROP-0056,TEN-00672,2025-07-03,2025-07-06,Electrical,Low,Closed,14,3,False,260.01,VEND-011,CleanCore Services,True
WO-0001154,PROP-0056,TEN-00676,2025-07-03,2025-07-05,HVAC,Medium,Closed,7,2,False,573.02,VEND-010,FrontDesk Patrol,True
WO-0001155,PROP-0056,,2025-08-10,2025-08-13,Tenant Request,Medium,Closed,7,3,False,179.27,VEND-002,Skyline Maintenance,True
WO-0001156,PROP-0056,,2025-09-23,2025-09-30,Electrical,Medium,Closed,7,7,False,811.18,VEND-010,FrontDesk Patrol,True
WO-0001157,PROP-0056,TEN-00682,2025-09-28,,Plumbing,Medium,In Progress,7,,False,1011.21,VEND-005,Bright Electric,True
WO-0001158,PROP-0056,,2025-10-15,2025-11-06,Common Area,Low,Closed,14,22,True,274.87,VEND-004,Ace Plumbing,True
WO-0001159,PROP-0056,TEN-00683,2025-10-06,,Janitorial,Low,In Progress,14,,False,111.85,VEND-001,Rapid Repair Co,True
WO-0001160,PROP-0056,TEN-00678,2025-11-10,2025-11-29,HVAC,Medium,Closed,7,19,True,450.69,VEND-001,Rapid Repair Co,True
WO-0001161,PROP-0056,,2025-11-27,2025-11-30,Plumbing,Low,Closed,14,3,False,232.13,VEND-004,Ace Plumbing,True
WO-0001162,PROP-0056,TEN-00680,2025-12-18,,Elevator,Low,In Progress,14,,False,50.0,VEND-012,Sparkle Janitorial,True
WO-0001163,PROP-0056,TEN-00681,2025-12-18,2025-12-19,Preventive Maintenance,Low,Closed,14,1,False,148.02,VEND-003,Metro Mechanical,True
WO-0001164,PROP-0056,,2025-12-22,2025-12-23,HVAC,Medium,Closed,7,1,False,350.93,VEND-004,Ace Plumbing,True
WO-0001165,PROP-0056,TEN-00682,2025-12-17,2025-12-23,Security,Medium,Closed,7,6,False,583.18,VEND-010,FrontDesk Patrol,True
WO-0001166,PROP-0056,TEN-00676,2025-12-11,,Security,Low,Open,14,,False,50.0,VEND-003,Metro Mechanical,True
WO-0001167,PROP-0057,,2025-01-10,2025-01-21,Common Area,Medium,Closed,7,11,True,325.73,VEND-005,Bright Electric,True
WO-0001168,PROP-0057,TEN-00688,2025-02-05,2025-02-07,Preventive Maintenance,Medium,Closed,7,2,False,692.06,VEND-009,Guardian Security,True
WO-0001169,PROP-0057,TEN-00698,2025-04-08,2025-04-15,Electrical,Medium,Closed,7,7,False,153.08,VEND-011,CleanCore Services,True
WO-0001170,PROP-0057,,2025-05-10,2025-05-15,Security,Medium,Closed,7,5,False,662.43,VEND-011,CleanCore Services,True
WO-0001171,PROP-0057,TEN-00698,2025-06-20,2025-07-08,Elevator,Low,Closed,14,18,True,134.9,VEND-003,Metro Mechanical,True
WO-0001172,PROP-0057,,2025-07-07,2025-07-10,Tenant Request,Medium,Closed,7,3,False,543.81,VEND-011,CleanCore Services,True
WO-0001173,PROP-0057,TEN-00699,2025-08-04,2025-08-06,Plumbing,Low,Closed,14,2,False,227.17,VEND-012,Sparkle Janitorial,True
WO-0001174,PROP-0057,TEN-00690,2025-09-28,2025-09-29,Elevator,Critical,Closed,1,1,False,2319.81,VEND-004,Ace Plumbing,True
WO-0001175,PROP-0057,TEN-00696,2025-09-20,2025-10-02,Preventive Maintenance,Low,Closed,14,12,False,250.59,VEND-012,Sparkle Janitorial,True
WO-0001176,PROP-0057,TEN-00693,2025-09-10,,Plumbing,Low,Open,14,,False,202.3,VEND-003,Metro Mechanical,True
WO-0001177,PROP-0057,,2025-09-14,2025-09-17,HVAC,Medium,Closed,7,3,False,1013.65,VEND-011,CleanCore Services,True
WO-0001178,PROP-0057,TEN-00698,2025-11-22,2025-11-26,Common Area,Medium,Closed,7,4,False,519.39,VEND-004,Ace Plumbing,True
WO-0001179,PROP-0057,TEN-00696,2025-11-28,2025-12-12,HVAC,Low,Closed,14,14,False,183.26,VEND-012,Sparkle Janitorial,True
WO-0001180,PROP-0057,TEN-00688,2025-11-16,2025-11-19,Plumbing,High,Closed,3,3,False,1798.48,VEND-004,Ace Plumbing,True
WO-0001181,PROP-0057,TEN-00694,2025-11-26,2025-11-29,Elevator,Low,Closed,14,3,False,71.26,VEND-009,Guardian Security,True
WO-0001182,PROP-0057,TEN-00697,2025-12-03,,Janitorial,Medium,Open,7,,False,662.08,VEND-009,Guardian Security,True
WO-0001183,PROP-0057,,2025-12-26,2025-12-27,Janitorial,Critical,Closed,1,1,False,1099.91,VEND-005,Bright Electric,True
WO-0001184,PROP-0058,TEN-00707,2025-01-01,2025-01-02,Electrical,Medium,Closed,7,1,False,528.79,VEND-010,FrontDesk Patrol,True
WO-0001185,PROP-0058,,2025-01-13,2025-01-14,Tenant Request,Critical,Closed,1,1,False,762.01,VEND-011,CleanCore Services,True
WO-0001186,PROP-0058,TEN-00707,2025-01-27,,Electrical,Critical,Open,1,,True,2297.54,VEND-012,Sparkle Janitorial,True
WO-0001187,PROP-0058,TEN-00708,2025-02-13,2025-02-18,Electrical,Medium,Closed,7,5,False,470.97,VEND-010,FrontDesk Patrol,True
WO-0001188,PROP-0058,TEN-00704,2025-03-22,2025-03-30,Plumbing,Low,Closed,14,8,False,76.19,VEND-009,Guardian Security,True
WO-0001189,PROP-0058,,2025-03-02,2025-03-06,Plumbing,Low,Closed,14,4,False,309.89,VEND-012,Sparkle Janitorial,True
WO-0001190,PROP-0058,TEN-00714,2025-04-14,2025-04-21,HVAC,Medium,Closed,7,7,False,673.6,VEND-004,Ace Plumbing,True
WO-0001191,PROP-0058,,2025-06-10,2025-06-15,Plumbing,Medium,Closed,7,5,False,79.63,VEND-010,FrontDesk Patrol,True
WO-0001192,PROP-0058,,2025-08-19,2025-08-27,Security,Low,Closed,14,8,False,143.64,VEND-011,CleanCore Services,True
WO-0001193,PROP-0058,TEN-00706,2025-08-26,2025-09-09,Security,Low,Closed,14,14,False,197.42,VEND-005,Bright Electric,True
WO-0001194,PROP-0058,TEN-00703,2025-09-17,2025-09-21,Common Area,Medium,Closed,7,4,False,852.27,VEND-005,Bright Electric,True
WO-0001195,PROP-0058,TEN-00711,2025-10-25,2025-10-26,Plumbing,Medium,Closed,7,1,False,223.91,VEND-012,Sparkle Janitorial,True
WO-0001196,PROP-0058,TEN-00700,2025-12-16,2025-12-22,Elevator,Medium,Closed,7,6,False,908.56,VEND-005,Bright Electric,True
WO-0001197,PROP-0059,TEN-00716,2025-01-12,2025-01-22,Preventive Maintenance,Low,Closed,14,10,False,233.04,VEND-003,Metro Mechanical,True
WO-0001198,PROP-0059,,2025-01-27,2025-02-01,Tenant Request,Low,Closed,14,5,False,50.0,VEND-005,Bright Electric,True
WO-0001199,PROP-0059,TEN-00720,2025-02-08,2025-03-02,Plumbing,Low,Closed,14,22,True,181.41,VEND-004,Ace Plumbing,True
WO-0001200,PROP-0059,TEN-00716,2025-02-20,2025-02-22,Plumbing,Low,Closed,14,2,False,941.25,VEND-010,FrontDesk Patrol,True
WO-0001201,PROP-0059,,2025-03-12,2025-03-26,Common Area,Low,Closed,14,14,False,244.66,VEND-010,FrontDesk Patrol,True
WO-0001202,PROP-0059,,2025-03-22,,HVAC,Medium,Open,7,,False,539.15,VEND-002,Skyline Maintenance,True
WO-0001203,PROP-0059,,2025-04-18,2025-04-23,Common Area,Medium,Closed,7,5,False,537.14,VEND-010,FrontDesk Patrol,True
WO-0001204,PROP-0059,,2025-04-10,2025-04-14,Security,Medium,Closed,7,4,False,136.46,VEND-011,CleanCore Services,True
WO-0001205,PROP-0059,,2025-05-18,2025-05-29,Janitorial,Low,Closed,14,11,False,65.65,VEND-005,Bright Electric,True
WO-0001206,PROP-0059,,2025-05-27,2025-06-06,Security,Low,Closed,14,10,False,164.79,VEND-009,Guardian Security,True
WO-0001207,PROP-0059,TEN-00719,2025-07-08,2025-07-09,Security,Critical,Closed,1,1,False,1148.48,VEND-004,Ace Plumbing,True
WO-0001208,PROP-0059,,2025-07-22,,Plumbing,Medium,In Progress,7,,False,98.28,VEND-010,FrontDesk Patrol,True
WO-0001209,PROP-0059,,2025-07-06,2025-07-11,Common Area,Low,Closed,14,5,False,50.0,VEND-010,FrontDesk Patrol,True
WO-0001210,PROP-0059,,2025-07-10,2025-07-16,Security,Low,Closed,14,6,False,777.85,VEND-012,Sparkle Janitorial,True
WO-0001211,PROP-0059,,2025-08-15,2025-09-14,Elevator,Low,Closed,14,30,True,300.48,VEND-012,Sparkle Janitorial,True
WO-0001212,PROP-0059,TEN-00718,2025-08-28,,Electrical,Low,In Progress,14,,False,50.0,VEND-005,Bright Electric,True
WO-0001213,PROP-0059,TEN-00719,2025-08-17,2025-08-18,Plumbing,Low,Closed,14,1,False,109.48,VEND-001,Rapid Repair Co,True
WO-0001214,PROP-0059,TEN-00722,2025-08-20,2025-08-26,Security,Low,Closed,14,6,False,273.27,VEND-003,Metro Mechanical,True
WO-0001215,PROP-0059,TEN-00719,2025-08-15,2025-09-05,Tenant Request,Medium,Closed,7,21,True,149.5,VEND-005,Bright Electric,True
WO-0001216,PROP-0059,TEN-00716,2025-09-16,2025-09-21,Preventive Maintenance,Medium,Closed,7,5,False,349.15,VEND-003,Metro Mechanical,True
WO-0001217,PROP-0059,,2025-09-08,2025-09-21,Electrical,Low,Closed,14,13,False,392.74,VEND-004,Ace Plumbing,True
WO-0001218,PROP-0059,TEN-00715,2025-10-15,,Plumbing,Medium,Open,7,,True,758.48,VEND-010,FrontDesk Patrol,True
WO-0001219,PROP-0059,TEN-00722,2025-11-28,2025-12-04,Common Area,Medium,Closed,7,6,False,107.32,VEND-003,Metro Mechanical,True
WO-0001220,PROP-0059,TEN-00721,2025-11-20,2025-11-21,Plumbing,Critical,Closed,1,1,False,3698.9,VEND-003,Metro Mechanical,True
WO-0001221,PROP-0059,,2025-12-21,2026-01-04,Janitorial,Low,Closed,14,14,False,366.87,VEND-005,Bright Electric,True
WO-0001222,PROP-0060,TEN-00726,2025-01-08,2025-01-13,Janitorial,Low,Closed,14,5,False,57.1,VEND-012,Sparkle Janitorial,True
WO-0001223,PROP-0060,TEN-00728,2025-02-20,2025-02-21,Electrical,Medium,Closed,7,1,False,249.49,VEND-005,Bright Electric,True
WO-0001224,PROP-0060,,2025-02-16,2025-03-08,Preventive Maintenance,Medium,Closed,7,20,True,2209.1,VEND-010,FrontDesk Patrol,True
WO-0001225,PROP-0060,TEN-00731,2025-02-12,,Tenant Request,High,In Progress,3,,True,1546.7,VEND-005,Bright Electric,True
WO-0001226,PROP-0060,,2025-02-19,2025-03-03,Plumbing,Low,Closed,14,12,False,114.75,VEND-002,Skyline Maintenance,True
WO-0001227,PROP-0060,,2025-03-07,,Electrical,Medium,In Progress,7,,False,543.23,VEND-009,Guardian Security,True
WO-0001228,PROP-0060,TEN-00726,2025-03-08,2025-03-16,Plumbing,Low,Closed,14,8,False,89.86,VEND-005,Bright Electric,True
WO-0001229,PROP-0060,,2025-04-01,2025-04-03,Elevator,High,Closed,3,2,False,409.93,VEND-005,Bright Electric,True
WO-0001230,PROP-0060,TEN-00729,2025-05-18,2025-06-11,Security,Medium,Closed,7,24,True,1296.41,VEND-001,Rapid Repair Co,True
WO-0001231,PROP-0060,TEN-00726,2025-05-07,2025-05-10,Security,Medium,Closed,7,3,False,362.33,VEND-001,Rapid Repair Co,True
WO-0001232,PROP-0060,,2025-07-28,2025-07-31,Elevator,Medium,Closed,7,3,False,259.57,VEND-003,Metro Mechanical,True
WO-0001233,PROP-0060,,2025-07-24,2025-07-29,Security,Medium,Closed,7,5,False,223.69,VEND-010,FrontDesk Patrol,True
WO-0001234,PROP-0060,,2025-07-02,2025-07-08,Security,Medium,Closed,7,6,False,607.84,VEND-005,Bright Electric,True
WO-0001235,PROP-0060,,2025-08-27,,Tenant Request,High,Open,3,,True,621.6,VEND-005,Bright Electric,True
WO-0001236,PROP-0060,,2025-08-07,2025-08-21,Preventive Maintenance,High,Closed,3,14,True,366.09,VEND-010,FrontDesk Patrol,True
WO-0001237,PROP-0060,TEN-00733,2025-08-23,,Common Area,Medium,In Progress,7,,False,281.58,VEND-010,FrontDesk Patrol,True
WO-0001238,PROP-0060,,2025-08-17,2025-08-26,Elevator,Low,Closed,14,9,False,413.31,VEND-012,Sparkle Janitorial,True
WO-0001239,PROP-0060,TEN-00734,2025-08-14,2025-08-31,Electrical,High,Closed,3,17,True,1100.76,VEND-003,Metro Mechanical,True
WO-0001240,PROP-0060,TEN-00730,2025-09-13,2025-09-20,Common Area,Medium,Closed,7,7,False,1565.7,VEND-004,Ace Plumbing,True
WO-0001241,PROP-0060,TEN-00727,2025-09-03,2025-09-06,Preventive Maintenance,Medium,Closed,7,3,False,1063.49,VEND-004,Ace Plumbing,True
WO-0001242,PROP-0060,,2025-09-14,,Security,Medium,In Progress,7,,False,341.61,VEND-002,Skyline Maintenance,True
WO-0001243,PROP-0060,,2025-09-02,2025-09-05,Plumbing,High,Closed,3,3,False,3992.12,VEND-012,Sparkle Janitorial,True
WO-0001244,PROP-0060,TEN-00731,2025-10-01,2025-10-19,Plumbing,Critical,Closed,1,18,True,2074.6,VEND-004,Ace Plumbing,True
WO-0001245,PROP-0060,TEN-00730,2025-11-05,2025-11-22,Tenant Request,Low,Closed,14,17,True,207.64,VEND-005,Bright Electric,True
WO-0001246,PROP-0060,TEN-00726,2025-11-23,2025-11-27,Elevator,Low,Closed,14,4,False,635.13,VEND-005,Bright Electric,True
WO-0001247,PROP-0060,,2025-12-23,2025-12-24,Common Area,Medium,Closed,7,1,False,194.87,VEND-003,Metro Mechanical,True
WO-0001248,PROP-0060,TEN-00727,2025-12-27,2026-01-01,Electrical,Medium,Closed,7,5,False,273.98,VEND-009,Guardian Security,True
WO-0001249,PROP-0060,TEN-00729,2025-12-14,2025-12-22,Elevator,Medium,Closed,7,8,True,105.81,VEND-002,Skyline Maintenance,True
WO-0001250,PROP-0060,,2025-12-01,2025-12-02,Janitorial,High,Closed,3,1,False,565.99,VEND-012,Sparkle Janitorial,True
WO-0001251,PROP-0061,,2025-01-11,,Common Area,Medium,In Progress,7,,False,509.12,VEND-001,Rapid Repair Co,True
WO-0001252,PROP-0061,,2025-01-22,2025-01-24,Janitorial,Medium,Closed,7,2,False,255.36,VEND-005,Bright Electric,True
WO-0001253,PROP-0061,TEN-00737,2025-01-27,2025-01-28,Preventive Maintenance,Medium,Closed,7,1,False,306.56,VEND-009,Guardian Security,True
WO-0001254,PROP-0061,TEN-00745,2025-03-26,,Electrical,Medium,In Progress,7,,False,1376.45,VEND-004,Ace Plumbing,True
WO-0001255,PROP-0061,TEN-00749,2025-03-23,2025-03-25,Common Area,Low,Closed,14,2,False,146.41,VEND-011,CleanCore Services,True
WO-0001256,PROP-0061,TEN-00746,2025-03-08,,Tenant Request,Medium,Open,7,,True,433.03,VEND-003,Metro Mechanical,True
WO-0001257,PROP-0061,,2025-03-21,2025-03-24,Tenant Request,Medium,Closed,7,3,False,561.16,VEND-009,Guardian Security,True
WO-0001258,PROP-0061,TEN-00744,2025-03-04,2025-03-16,Security,Low,Closed,14,12,False,152.18,VEND-001,Rapid Repair Co,True
WO-0001259,PROP-0061,TEN-00737,2025-03-12,2025-03-14,HVAC,Medium,Closed,7,2,False,501.18,VEND-011,CleanCore Services,True
WO-0001260,PROP-0061,TEN-00735,2025-03-11,,Security,Low,In Progress,14,,False,310.47,VEND-012,Sparkle Janitorial,True
WO-0001261,PROP-0061,TEN-00738,2025-04-12,2025-04-18,Electrical,Medium,Closed,7,6,False,455.01,VEND-011,CleanCore Services,True
WO-0001262,PROP-0061,TEN-00741,2025-04-03,2025-04-08,Common Area,Medium,Closed,7,5,False,109.53,VEND-003,Metro Mechanical,True
WO-0001263,PROP-0061,TEN-00740,2025-05-16,2025-05-21,Electrical,Critical,Closed,1,5,True,625.93,VEND-002,Skyline Maintenance,True
WO-0001264,PROP-0061,TEN-00741,2025-05-09,,Elevator,Medium,In Progress,7,,False,511.63,VEND-002,Skyline Maintenance,True
WO-0001265,PROP-0061,,2025-05-09,2025-05-13,Preventive Maintenance,Medium,Closed,7,4,False,293.91,VEND-012,Sparkle Janitorial,True
WO-0001266,PROP-0061,TEN-00742,2025-06-18,2025-06-21,Tenant Request,High,Closed,3,3,False,1449.07,VEND-012,Sparkle Janitorial,True
WO-0001267,PROP-0061,,2025-06-14,2025-06-20,Plumbing,Low,Closed,14,6,False,56.75,VEND-001,Rapid Repair Co,True
WO-0001268,PROP-0061,,2025-06-05,2025-06-11,Plumbing,Medium,Closed,7,6,False,447.68,VEND-005,Bright Electric,True
WO-0001269,PROP-0061,TEN-00741,2025-06-14,,Electrical,High,Open,3,,True,977.33,VEND-003,Metro Mechanical,True
WO-0001270,PROP-0061,,2025-06-09,,HVAC,Medium,In Progress,7,,False,586.02,VEND-004,Ace Plumbing,True
WO-0001271,PROP-0061,,2025-07-28,2025-08-07,Plumbing,Low,Closed,14,10,False,431.18,VEND-002,Skyline Maintenance,True
WO-0001272,PROP-0061,TEN-00739,2025-07-04,2025-07-09,Janitorial,Medium,Closed,7,5,False,277.67,VEND-011,CleanCore Services,True
WO-0001273,PROP-0061,TEN-00737,2025-07-08,2025-07-10,Janitorial,Medium,Closed,7,2,False,50.0,VEND-012,Sparkle Janitorial,True
WO-0001274,PROP-0061,TEN-00740,2025-08-23,2025-09-11,Electrical,Low,Closed,14,19,True,507.76,VEND-011,CleanCore Services,True
WO-0001275,PROP-0061,,2025-08-08,,Janitorial,Medium,In Progress,7,,False,351.27,VEND-003,Metro Mechanical,True
WO-0001276,PROP-0061,,2025-09-24,2025-09-25,Janitorial,Medium,Closed,7,1,False,316.78,VEND-010,FrontDesk Patrol,True
WO-0001277,PROP-0061,TEN-00751,2025-09-11,2025-09-13,HVAC,Medium,Closed,7,2,False,372.84,VEND-003,Metro Mechanical,True
WO-0001278,PROP-0061,,2025-09-24,2025-10-07,Janitorial,Medium,Closed,7,13,True,1264.91,VEND-009,Guardian Security,True
WO-0001279,PROP-0061,TEN-00737,2025-10-26,,Elevator,Medium,Open,7,,False,1174.36,VEND-003,Metro Mechanical,True
WO-0001280,PROP-0061,TEN-00750,2025-10-05,2025-10-12,HVAC,Medium,Closed,7,7,False,573.04,VEND-010,FrontDesk Patrol,True
WO-0001281,PROP-0061,,2025-10-12,2025-10-13,Common Area,Medium,Closed,7,1,False,582.08,VEND-012,Sparkle Janitorial,True
WO-0001282,PROP-0061,TEN-00744,2025-10-20,2025-10-21,Elevator,Medium,Closed,7,1,False,320.72,VEND-001,Rapid Repair Co,True
WO-0001283,PROP-0061,TEN-00744,2025-11-07,2025-11-21,Common Area,Low,Closed,14,14,False,522.3,VEND-009,Guardian Security,True
WO-0001284,PROP-0061,TEN-00737,2025-11-04,2025-11-15,Electrical,Low,Closed,14,11,False,308.63,VEND-011,CleanCore Services,True
WO-0001285,PROP-0061,TEN-00739,2025-11-10,,Electrical,Low,Open,14,,False,545.31,VEND-003,Metro Mechanical,True
