ar_id,property_id,tenant_id,month,billed_rent,amount_paid,outstanding_balance,aging_bucket,collection_priority,synthetic_record
AR-0004809,PROP-0033,TEN-00401,2025-09-01,22977.38,22977.38,0.0,Current,Low,True
AR-0004810,PROP-0033,TEN-00401,2025-10-01,22977.38,22977.38,0.0,Current,Low,True
AR-0004811,PROP-0033,TEN-00401,2025-11-01,22977.38,22977.38,0.0,Current,Low,True
AR-0004812,PROP-0033,TEN-00401,2025-12-01,22977.38,22977.38,0.0,Current,Low,True
AR-0004813,PROP-0033,TEN-00402,2025-01-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004814,PROP-0033,TEN-00402,2025-02-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004815,PROP-0033,TEN-00402,2025-03-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004816,PROP-0033,TEN-00402,2025-04-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004817,PROP-0033,TEN-00402,2025-05-01,27351.51,20513.63,6837.88,31-60,Medium,True
AR-0004818,PROP-0033,TEN-00402,2025-06-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004819,PROP-0033,TEN-00402,2025-07-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004820,PROP-0033,TEN-00402,2025-08-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004821,PROP-0033,TEN-00402,2025-09-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004822,PROP-0033,TEN-00402,2025-10-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004823,PROP-0033,TEN-00402,2025-11-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004824,PROP-0033,TEN-00402,2025-12-01,27351.51,27351.51,0.0,Current,Low,True
AR-0004825,PROP-0033,TEN-00403,2025-01-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004826,PROP-0033,TEN-00403,2025-02-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004827,PROP-0033,TEN-00403,2025-03-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004828,PROP-0033,TEN-00403,2025-04-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004829,PROP-0033,TEN-00403,2025-05-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004830,PROP-0033,TEN-00403,2025-06-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004831,PROP-0033,TEN-00403,2025-07-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004832,PROP-0033,TEN-00403,2025-08-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004833,PROP-0033,TEN-00403,2025-09-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004834,PROP-0033,TEN-00403,2025-10-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004835,PROP-0033,TEN-00403,2025-11-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004836,PROP-0033,TEN-00403,2025-12-01,22285.88,22285.88,0.0,Current,Low,True
AR-0004837,PROP-0033,TEN-00404,2025-01-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004838,PROP-0033,TEN-00404,2025-02-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004839,PROP-0033,TEN-00404,2025-03-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004840,PROP-0033,TEN-00404,2025-04-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004841,PROP-0033,TEN-00404,2025-05-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004842,PROP-0033,TEN-00404,2025-06-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004843,PROP-0033,TEN-00404,2025-07-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004844,PROP-0033,TEN-00404,2025-08-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004845,PROP-0033,TEN-00404,2025-09-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004846,PROP-0033,TEN-00404,2025-10-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004847,PROP-0033,TEN-00404,2025-11-01,167105.0,167105.0,0.0,Current,Low,True
AR-0004848,PROP-0033,TEN-00404,2025-12-01,167105.0,125328.75,41776.25,61-90,High,True
AR-0004849,PROP-0033,TEN-00405,2025-01-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004850,PROP-0033,TEN-00405,2025-02-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004851,PROP-0033,TEN-00405,2025-03-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004852,PROP-0033,TEN-00405,2025-04-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004853,PROP-0033,TEN-00405,2025-05-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004854,PROP-0033,TEN-00405,2025-06-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004855,PROP-0033,TEN-00405,2025-07-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004856,PROP-0033,TEN-00405,2025-08-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004857,PROP-0033,TEN-00405,2025-09-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004858,PROP-0033,TEN-00405,2025-10-01,107098.51,53549.26,53549.26,1-30,Medium,True
AR-0004859,PROP-0033,TEN-00405,2025-11-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004860,PROP-0033,TEN-00405,2025-12-01,107098.51,107098.51,0.0,Current,Low,True
AR-0004861,PROP-0034,TEN-00406,2025-01-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004862,PROP-0034,TEN-00406,2025-02-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004863,PROP-0034,TEN-00406,2025-03-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004864,PROP-0034,TEN-00406,2025-04-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004865,PROP-0034,TEN-00406,2025-05-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004866,PROP-0034,TEN-00406,2025-06-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004867,PROP-0034,TEN-00406,2025-07-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004868,PROP-0034,TEN-00406,2025-08-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004869,PROP-0034,TEN-00406,2025-09-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004870,PROP-0034,TEN-00406,2025-10-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004871,PROP-0034,TEN-00406,2025-11-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004872,PROP-0034,TEN-00406,2025-12-01,1781.31,1781.31,0.0,Current,Low,True
AR-0004873,PROP-0034,TEN-00407,2025-01-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004874,PROP-0034,TEN-00407,2025-02-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004875,PROP-0034,TEN-00407,2025-03-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004876,PROP-0034,TEN-00407,2025-04-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004877,PROP-0034,TEN-00407,2025-05-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004878,PROP-0034,TEN-00407,2025-06-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004879,PROP-0034,TEN-00407,2025-07-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004880,PROP-0034,TEN-00407,2025-08-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004881,PROP-0034,TEN-00407,2025-09-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004882,PROP-0034,TEN-00407,2025-10-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004883,PROP-0034,TEN-00407,2025-11-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004884,PROP-0034,TEN-00407,2025-12-01,58054.53,58054.53,0.0,Current,Low,True
AR-0004885,PROP-0034,TEN-00408,2025-01-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004886,PROP-0034,TEN-00408,2025-02-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004887,PROP-0034,TEN-00408,2025-03-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004888,PROP-0034,TEN-00408,2025-04-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004889,PROP-0034,TEN-00408,2025-05-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004890,PROP-0034,TEN-00408,2025-06-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004891,PROP-0034,TEN-00408,2025-07-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004892,PROP-0034,TEN-00408,2025-08-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004893,PROP-0034,TEN-00408,2025-09-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004894,PROP-0034,TEN-00408,2025-10-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004895,PROP-0034,TEN-00408,2025-11-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004896,PROP-0034,TEN-00408,2025-12-01,32293.15,32293.15,0.0,Current,Low,True
AR-0004897,PROP-0034,TEN-00409,2025-01-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004898,PROP-0034,TEN-00409,2025-02-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004899,PROP-0034,TEN-00409,2025-03-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004900,PROP-0034,TEN-00409,2025-04-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004901,PROP-0034,TEN-00409,2025-05-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004902,PROP-0034,TEN-00409,2025-06-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004903,PROP-0034,TEN-00409,2025-07-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004904,PROP-0034,TEN-00409,2025-08-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004905,PROP-0034,TEN-00409,2025-09-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004906,PROP-0034,TEN-00409,2025-10-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004907,PROP-0034,TEN-00409,2025-11-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004908,PROP-0034,TEN-00409,2025-12-01,51925.19,51925.19,0.0,Current,Low,True
AR-0004909,PROP-0034,TEN-00410,2025-01-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004910,PROP-0034,TEN-00410,2025-02-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004911,PROP-0034,TEN-00410,2025-03-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004912,PROP-0034,TEN-00410,2025-04-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004913,PROP-0034,TEN-00410,2025-05-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004914,PROP-0034,TEN-00410,2025-06-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004915,PROP-0034,TEN-00410,2025-07-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004916,PROP-0034,TEN-00410,2025-08-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004917,PROP-0034,TEN-00410,2025-09-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004918,PROP-0034,TEN-00410,2025-10-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004919,PROP-0034,TEN-00410,2025-11-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004920,PROP-0034,TEN-00410,2025-12-01,60618.63,60618.63,0.0,Current,Low,True
AR-0004921,PROP-0034,TEN-00411,2025-01-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004922,PROP-0034,TEN-00411,2025-02-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004923,PROP-0034,TEN-00411,2025-03-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004924,PROP-0034,TEN-00411,2025-04-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004925,PROP-0034,TEN-00411,2025-05-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004926,PROP-0034,TEN-00411,2025-06-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004927,PROP-0034,TEN-00411,2025-07-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004928,PROP-0034,TEN-00411,2025-08-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004929,PROP-0034,TEN-00411,2025-09-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004930,PROP-0034,TEN-00411,2025-10-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004931,PROP-0034,TEN-00411,2025-11-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004932,PROP-0034,TEN-00411,2025-12-01,8593.27,8593.27,0.0,Current,Low,True
AR-0004933,PROP-0034,TEN-00412,2025-01-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004934,PROP-0034,TEN-00412,2025-02-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004935,PROP-0034,TEN-00412,2025-03-01,5340.2,4005.15,1335.05,1-30,Medium,True
AR-0004936,PROP-0034,TEN-00412,2025-04-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004937,PROP-0034,TEN-00412,2025-05-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004938,PROP-0034,TEN-00412,2025-06-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004939,PROP-0034,TEN-00412,2025-07-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004940,PROP-0034,TEN-00412,2025-08-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004941,PROP-0034,TEN-00412,2025-09-01,5340.2,2670.1,2670.1,31-60,Medium,True
AR-0004942,PROP-0034,TEN-00412,2025-10-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004943,PROP-0034,TEN-00412,2025-11-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004944,PROP-0034,TEN-00412,2025-12-01,5340.2,5340.2,0.0,Current,Low,True
AR-0004945,PROP-0034,TEN-00413,2025-01-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004946,PROP-0034,TEN-00413,2025-02-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004947,PROP-0034,TEN-00413,2025-03-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004948,PROP-0034,TEN-00413,2025-04-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004949,PROP-0034,TEN-00413,2025-05-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004950,PROP-0034,TEN-00413,2025-06-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004951,PROP-0034,TEN-00413,2025-07-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004952,PROP-0034,TEN-00413,2025-08-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004953,PROP-0034,TEN-00413,2025-09-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004954,PROP-0034,TEN-00413,2025-10-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004955,PROP-0034,TEN-00413,2025-11-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004956,PROP-0034,TEN-00413,2025-12-01,15915.97,15915.97,0.0,Current,Low,True
AR-0004957,PROP-0034,TEN-00414,2025-01-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004958,PROP-0034,TEN-00414,2025-02-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004959,PROP-0034,TEN-00414,2025-03-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004960,PROP-0034,TEN-00414,2025-04-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004961,PROP-0034,TEN-00414,2025-05-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004962,PROP-0034,TEN-00414,2025-06-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004963,PROP-0034,TEN-00414,2025-07-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004964,PROP-0034,TEN-00414,2025-08-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004965,PROP-0034,TEN-00414,2025-09-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004966,PROP-0034,TEN-00414,2025-10-01,24242.39,24242.39,0.0,Current,Low,True
AR-0004967,PROP-0034,TEN-00414,2025-11-01,24242.39,0.0,24242.39,31-60,Medium,True
AR-0004968,PROP-0034,TEN-00414,2025-12-01,24242.39,12121.2,12121.2,31-60,Medium,True
AR-0004969,PROP-0034,TEN-00415,2025-01-01,53556.82,40167.62,13389.2,1-30,Medium,True
AR-0004970,PROP-0034,TEN-00415,2025-02-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004971,PROP-0034,TEN-00415,2025-03-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004972,PROP-0034,TEN-00415,2025-04-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004973,PROP-0034,TEN-00415,2025-05-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004974,PROP-0034,TEN-00415,2025-06-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004975,PROP-0034,TEN-00415,2025-07-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004976,PROP-0034,TEN-00415,2025-08-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004977,PROP-0034,TEN-00415,2025-09-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004978,PROP-0034,TEN-00415,2025-10-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004979,PROP-0034,TEN-00415,2025-11-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004980,PROP-0034,TEN-00415,2025-12-01,53556.82,53556.82,0.0,Current,Low,True
AR-0004981,PROP-0034,TEN-00416,2025-01-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004982,PROP-0034,TEN-00416,2025-02-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004983,PROP-0034,TEN-00416,2025-03-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004984,PROP-0034,TEN-00416,2025-04-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004985,PROP-0034,TEN-00416,2025-05-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004986,PROP-0034,TEN-00416,2025-06-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004987,PROP-0034,TEN-00416,2025-07-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004988,PROP-0034,TEN-00416,2025-08-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004989,PROP-0034,TEN-00416,2025-09-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004990,PROP-0034,TEN-00416,2025-10-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004991,PROP-0034,TEN-00416,2025-11-01,22388.3,22388.3,0.0,Current,Low,True
AR-0004992,PROP-0034,TEN-00416,2025-12-01,22388.3,11194.15,11194.15,61-90,High,True
AR-0004993,PROP-0034,TEN-00417,2025-01-01,17592.14,17592.14,0.0,Current,Low,True
AR-0004994,PROP-0034,TEN-00417,2025-02-01,17592.14,17592.14,0.0,Current,Low,True
AR-0004995,PROP-0034,TEN-00417,2025-03-01,17592.14,17592.14,0.0,Current,Low,True
AR-0004996,PROP-0034,TEN-00417,2025-04-01,17592.14,17592.14,0.0,Current,Low,True
AR-0004997,PROP-0034,TEN-00417,2025-05-01,17592.14,17592.14,0.0,Current,Low,True
AR-0004998,PROP-0034,TEN-00417,2025-06-01,17592.14,17592.14,0.0,Current,Low,True
AR-0004999,PROP-0034,TEN-00417,2025-07-01,17592.14,17592.14,0.0,Current,Low,True
AR-0005000,PROP-0034,TEN-00417,2025-08-01,17592.14,17592.14,0.0,Current,Low,True
AR-0005001,PROP-0034,TEN-00417,2025-09-01,17592.14,17592.14,0.0,Current,Low,True
AR-0005002,PROP-0034,TEN-00417,2025-10-01,17592.14,17592.14,0.0,Current,Low,True
AR-0005003,PROP-0034,TEN-00417,2025-11-01,17592.14,17592.14,0.0,Current,Low,True
AR-0005004,PROP-0034,TEN-00417,2025-12-01,17592.14,17592.14,0.0,Current,Low,True
AR-0005005,PROP-0034,TEN-00418,2025-01-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005006,PROP-0034,TEN-00418,2025-02-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005007,PROP-0034,TEN-00418,2025-03-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005008,PROP-0034,TEN-00418,2025-04-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005009,PROP-0034,TEN-00418,2025-05-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005010,PROP-0034,TEN-00418,2025-06-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005011,PROP-0034,TEN-00418,2025-07-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005012,PROP-0034,TEN-00418,2025-08-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005013,PROP-0034,TEN-00418,2025-09-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005014,PROP-0034,TEN-00418,2025-10-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005015,PROP-0034,TEN-00418,2025-11-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005016,PROP-0034,TEN-00418,2025-12-01,102438.66,102438.66,0.0,Current,Low,True
AR-0005017,PROP-0035,TEN-00419,2025-01-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005018,PROP-0035,TEN-00419,2025-02-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005019,PROP-0035,TEN-00419,2025-03-01,7993.51,3996.76,3996.76,1-30,Medium,True
AR-0005020,PROP-0035,TEN-00419,2025-04-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005021,PROP-0035,TEN-00419,2025-05-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005022,PROP-0035,TEN-00419,2025-06-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005023,PROP-0035,TEN-00419,2025-07-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005024,PROP-0035,TEN-00419,2025-08-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005025,PROP-0035,TEN-00419,2025-09-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005026,PROP-0035,TEN-00419,2025-10-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005027,PROP-0035,TEN-00419,2025-11-01,7993.51,7993.51,0.0,Current,Low,True
AR-0005028,PROP-0035,TEN-00419,2025-12-01,7993.51,5995.13,1998.38,61-90,High,True
AR-0005029,PROP-0035,TEN-00420,2025-01-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005030,PROP-0035,TEN-00420,2025-02-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005031,PROP-0035,TEN-00420,2025-03-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005032,PROP-0035,TEN-00420,2025-04-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005033,PROP-0035,TEN-00420,2025-05-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005034,PROP-0035,TEN-00420,2025-06-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005035,PROP-0035,TEN-00420,2025-07-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005036,PROP-0035,TEN-00420,2025-08-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005037,PROP-0035,TEN-00420,2025-09-01,2753.66,1376.83,1376.83,61-90,High,True
AR-0005038,PROP-0035,TEN-00420,2025-10-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005039,PROP-0035,TEN-00420,2025-11-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005040,PROP-0035,TEN-00420,2025-12-01,2753.66,2753.66,0.0,Current,Low,True
AR-0005041,PROP-0035,TEN-00421,2025-01-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005042,PROP-0035,TEN-00421,2025-02-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005043,PROP-0035,TEN-00421,2025-03-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005044,PROP-0035,TEN-00421,2025-04-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005045,PROP-0035,TEN-00421,2025-05-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005046,PROP-0035,TEN-00421,2025-06-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005047,PROP-0035,TEN-00421,2025-07-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005048,PROP-0035,TEN-00421,2025-08-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005049,PROP-0035,TEN-00421,2025-09-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005050,PROP-0035,TEN-00421,2025-10-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005051,PROP-0035,TEN-00421,2025-11-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005052,PROP-0035,TEN-00421,2025-12-01,2674.23,2674.23,0.0,Current,Low,True
AR-0005053,PROP-0035,TEN-00422,2025-01-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005054,PROP-0035,TEN-00422,2025-02-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005055,PROP-0035,TEN-00422,2025-03-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005056,PROP-0035,TEN-00422,2025-04-01,1906.96,476.74,1430.22,90+,Critical,True
AR-0005057,PROP-0035,TEN-00422,2025-05-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005058,PROP-0035,TEN-00422,2025-06-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005059,PROP-0035,TEN-00422,2025-07-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005060,PROP-0035,TEN-00422,2025-08-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005061,PROP-0035,TEN-00422,2025-09-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005062,PROP-0035,TEN-00422,2025-10-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005063,PROP-0035,TEN-00422,2025-11-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005064,PROP-0035,TEN-00422,2025-12-01,1906.96,1906.96,0.0,Current,Low,True
AR-0005065,PROP-0035,TEN-00423,2025-01-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005066,PROP-0035,TEN-00423,2025-02-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005067,PROP-0035,TEN-00423,2025-03-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005068,PROP-0035,TEN-00423,2025-04-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005069,PROP-0035,TEN-00423,2025-05-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005070,PROP-0035,TEN-00423,2025-06-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005071,PROP-0035,TEN-00423,2025-07-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005072,PROP-0035,TEN-00423,2025-08-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005073,PROP-0035,TEN-00423,2025-09-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005074,PROP-0035,TEN-00423,2025-10-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005075,PROP-0035,TEN-00423,2025-11-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005076,PROP-0035,TEN-00423,2025-12-01,1577.27,1577.27,0.0,Current,Low,True
AR-0005077,PROP-0035,TEN-00424,2025-01-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005078,PROP-0035,TEN-00424,2025-02-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005079,PROP-0035,TEN-00424,2025-03-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005080,PROP-0035,TEN-00424,2025-04-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005081,PROP-0035,TEN-00424,2025-05-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005082,PROP-0035,TEN-00424,2025-06-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005083,PROP-0035,TEN-00424,2025-07-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005084,PROP-0035,TEN-00424,2025-08-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005085,PROP-0035,TEN-00424,2025-09-01,2624.84,2624.84,0.0,Current,Low,True
AR-0005086,PROP-0035,TEN-00424,2025-10-01,2624.84,2624.84,0.0,Current,Low,True
