tenant_id,property_id,tenant_name,tenant_category,occupied_sqft,unit_count,lease_start_date,lease_end_date,monthly_rent,security_deposit,tenant_status,synthetic_record
TEN-00496,PROP-0041,Pioneer Group 496,Residential,3017,1,2022-05-01,2024-05-01,1184.03,1776.04,Active,True
TEN-00497,PROP-0041,Cornerstone Fitness 497,Residential,4817,1,2024-11-22,2025-11-22,2950.26,4425.39,Active,True
TEN-00498,PROP-0041,Summit Group 498,Residential,541,2,2024-09-21,2025-09-21,9371.48,14057.22,Active,True
TEN-00499,PROP-0041,Apex Cafe 499,Residential,10110,8,2022-01-12,2023-01-12,29234.43,43851.65,Active,True
TEN-00500,PROP-0042,Atlas Design 500,Healthcare,350,1,2022-06-15,2025-06-15,3408.17,5112.25,Active,True
TEN-00501,PROP-0042,Liberty Clinic 501,Residential,1814,1,2022-04-14,2023-04-14,900.0,1350.0,Active,True
TEN-00502,PROP-0042,Liberty Consulting 502,Residential,3262,1,2022-09-21,2026-09-21,1342.64,1342.64,Active,True
TEN-00503,PROP-0042,Urban Labs 503,Residential,1969,2,2024-03-17,2029-03-17,6927.58,6927.58,Active,True
TEN-00504,PROP-0042,Cornerstone Cafe 504,Residential,766,5,2024-09-10,2025-09-10,14203.16,21304.75,Renewal Risk,True
TEN-00505,PROP-0042,Cedar Clinic 505,Healthcare,2254,1,2024-07-26,2027-07-26,1149.49,1149.49,Active,True
TEN-00506,PROP-0042,Parkside Consulting 506,Residential,965,3,2021-06-18,2026-06-18,9837.8,19675.6,Active,True
TEN-00507,PROP-0042,Northstar Group 507,Residential,421,1,2023-02-23,2026-02-23,3622.61,5433.91,Active,True
TEN-00508,PROP-0042,Metro Clinic 508,Residential,811,1,2022-07-21,2024-07-21,3342.59,5013.89,Month-to-Month,True
TEN-00509,PROP-0042,Metro Studio 509,Residential,350,2,2021-03-16,2022-03-16,4761.57,4761.57,Active,True
TEN-00510,PROP-0042,Parkside Group 510,Residential,867,2,2021-11-20,2024-11-20,6643.52,6643.52,Active,True
TEN-00511,PROP-0042,Vista Clinic 511,Fitness/Wellness,1092,1,2022-10-05,2023-10-05,3434.16,5151.23,Active,True
TEN-00512,PROP-0042,Metro Market 512,Residential,1884,1,2023-03-26,2024-03-26,5036.28,7554.42,Active,True
TEN-00513,PROP-0042,Northstar Retail 513,Residential,369,1,2024-02-09,2026-02-09,4185.91,6278.87,Active,True
TEN-00514,PROP-0042,Brightline Partners 514,Residential,483,1,2021-06-03,2022-06-03,1434.51,2869.03,Month-to-Month,True
TEN-00515,PROP-0042,Harbor Market 515,Healthcare,424,1,2021-05-28,2026-05-28,3196.17,6392.33,Active,True
TEN-00516,PROP-0042,Harbor Consulting 516,Residential,350,1,2021-03-13,2024-03-13,2146.74,3220.11,Active,True
TEN-00517,PROP-0042,Summit Services 517,Retail,350,1,2021-01-05,2022-01-05,3858.49,5787.73,Active,True
TEN-00518,PROP-0043,Cedar Clinic 518,Residential,350,2,2021-12-28,2022-12-28,9762.8,9762.8,Active,True
TEN-00519,PROP-0043,Brightline Holdings 519,Food & Beverage,2249,1,2021-09-10,2022-09-10,1882.75,1882.75,Active,True
TEN-00520,PROP-0043,Urban Holdings 520,Food & Beverage,2935,2,2024-01-14,2026-01-14,6148.28,9222.42,Active,True
TEN-00521,PROP-0043,Atlas Market 521,Residential,4572,2,2023-11-12,2026-11-12,8506.06,8506.06,Month-to-Month,True
TEN-00522,PROP-0043,Atlas Cafe 522,Residential,4269,2,2024-01-17,2027-01-17,7545.84,11318.76,Renewal Risk,True
TEN-00523,PROP-0043,Apex Group 523,Residential,1064,1,2023-12-16,2026-12-16,2191.75,3287.62,Active,True
TEN-00524,PROP-0043,Vista Market 524,Residential,1595,1,2024-09-01,2029-09-01,2524.32,3786.48,Active,True
TEN-00525,PROP-0043,Hudson Retail 525,Residential,2801,1,2022-09-06,2023-09-06,2526.8,2526.8,Active,True
TEN-00526,PROP-0043,Hudson Fitness 526,Residential,1645,1,2024-01-24,2027-01-24,2254.45,4508.89,Month-to-Month,True
TEN-00527,PROP-0043,Beacon Labs 527,Food & Beverage,1252,2,2022-12-12,2027-12-12,9498.5,14247.74,Active,True
TEN-00528,PROP-0043,Atlas Labs 528,Residential,943,3,2023-07-09,2025-07-09,10226.68,15340.03,Active,True
TEN-00529,PROP-0043,Cedar Market 529,Fitness/Wellness,735,1,2021-07-27,2024-07-27,5551.36,5551.36,Active,True
TEN-00530,PROP-0044,Urban Fitness 530,Residential,1388,1,2024-03-13,2028-03-13,1751.72,2627.59,Active,True
TEN-00531,PROP-0044,Atlas Studio 531,Residential,998,1,2022-11-23,2024-11-23,953.53,953.53,Active,True
TEN-00532,PROP-0044,Sterling Consulting 532,Residential,350,1,2021-12-17,2025-12-17,900.0,1800.0,Active,True
TEN-00533,PROP-0044,Northstar Holdings 533,Residential,1062,2,2022-08-02,2026-08-02,2715.63,4073.44,Active,True
TEN-00534,PROP-0044,Sterling Group 534,Residential,583,2,2022-03-20,2025-03-20,3637.0,3637.0,Active,True
TEN-00535,PROP-0044,Metro Market 535,Residential,1758,2,2024-05-10,2025-05-10,2556.72,5113.44,Active,True
TEN-00536,PROP-0044,Brightline Market 536,Residential,1166,1,2023-11-17,2025-11-17,1966.53,1966.53,Active,True
TEN-00537,PROP-0044,Vista Clinic 537,Residential,3303,1,2024-09-14,2026-09-14,1818.79,2728.18,Active,True
TEN-00538,PROP-0044,Cedar Labs 538,Residential,486,2,2023-04-28,2024-04-28,2469.28,3703.92,Active,True
TEN-00539,PROP-0044,Apex Clinic 539,Office/Services,570,5,2022-03-18,2023-03-18,6845.15,10267.73,Month-to-Month,True
TEN-00540,PROP-0045,Evergreen Pharmacy 540,Residential,688,2,2021-04-17,2024-04-17,8510.09,8510.09,Active,True
TEN-00541,PROP-0045,Urban Pharmacy 541,Residential,4560,4,2021-04-04,2023-04-04,18874.72,18874.72,Active,True
TEN-00542,PROP-0045,Summit Studio 542,Residential,358,6,2024-08-05,2027-08-05,31251.71,62503.41,Month-to-Month,True
TEN-00543,PROP-0045,Apex Labs 543,Residential,6803,5,2023-10-28,2026-10-28,31105.62,31105.62,Active,True
TEN-00544,PROP-0045,Atlas Studio 544,Residential,2275,1,2024-09-19,2027-09-19,5984.06,8976.09,Active,True
TEN-00545,PROP-0045,Northstar Holdings 545,Residential,9434,7,2021-01-24,2024-01-24,44616.29,44616.29,Active,True
TEN-00546,PROP-0045,Pioneer Studio 546,Residential,2484,6,2024-07-26,2028-07-26,29785.13,29785.13,Active,True
TEN-00547,PROP-0045,Northstar Holdings 547,Residential,808,1,2024-07-28,2026-07-28,5469.12,10938.24,Active,True
TEN-00548,PROP-0045,Metro Group 548,Food & Beverage,6220,9,2021-02-11,2022-02-11,55073.14,55073.14,Month-to-Month,True
TEN-00549,PROP-0045,Sterling Consulting 549,Residential,1904,5,2021-11-29,2022-11-29,28044.81,42067.22,Active,True
TEN-00550,PROP-0045,Cedar Consulting 550,Residential,1439,1,2023-12-21,2025-12-21,5391.48,10782.97,Active,True
TEN-00551,PROP-0045,Evergreen Studio 551,Residential,9199,3,2021-05-23,2026-05-23,17188.16,34376.32,Active,True
TEN-00552,PROP-0045,Sterling Market 552,Residential,5465,5,2024-10-20,2026-10-20,29231.83,29231.83,Active,True
TEN-00553,PROP-0046,Pioneer Retail 553,Residential,11314,4,2021-03-21,2022-03-21,19183.31,28774.96,Active,True
TEN-00554,PROP-0046,Summit Fitness 554,Office/Services,3912,6,2021-06-19,2022-06-19,29589.19,44383.79,Month-to-Month,True
TEN-00555,PROP-0046,Metro Consulting 555,Residential,8730,4,2022-09-21,2023-09-21,19495.23,19495.23,Renewal Risk,True
TEN-00556,PROP-0046,Hudson Market 556,Residential,13194,8,2023-05-18,2024-05-18,35696.76,71393.52,Active,True
TEN-00557,PROP-0046,Brightline Market 557,Residential,744,4,2023-12-27,2025-12-27,21224.96,42449.92,Active,True
TEN-00558,PROP-0046,Pioneer Services 558,Retail,9164,9,2021-02-21,2023-02-21,39219.67,39219.67,Active,True
TEN-00559,PROP-0046,Urban Clinic 559,Residential,10632,9,2023-04-11,2027-04-11,43372.68,65059.02,Active,True
TEN-00560,PROP-0046,Summit Partners 560,Residential,4391,6,2023-03-14,2027-03-14,25798.83,38698.24,Active,True
TEN-00561,PROP-0046,Pioneer Holdings 561,Residential,9183,7,2022-09-01,2026-09-01,34311.41,34311.41,Active,True
TEN-00562,PROP-0046,Sterling Partners 562,Residential,18516,7,2021-01-06,2022-01-06,29733.29,59466.59,Active,True
TEN-00563,PROP-0046,Pioneer Studio 563,Residential,11119,5,2021-06-05,2023-06-05,21999.04,43998.09,Active,True
TEN-00564,PROP-0046,Cedar Labs 564,Residential,3891,12,2021-05-25,2023-05-25,55480.02,110960.04,Active,True
TEN-00565,PROP-0046,Hudson Retail 565,Residential,18031,1,2021-08-06,2024-08-06,4357.35,4357.35,Active,True
TEN-00566,PROP-0046,Cedar Studio 566,Residential,6057,15,2021-11-23,2023-11-23,74057.1,111085.65,Active,True
TEN-00567,PROP-0046,Metro Clinic 567,Residential,459,3,2024-10-17,2028-10-17,13092.38,26184.77,Active,True
TEN-00568,PROP-0046,Parkside Cafe 568,Residential,15003,1,2024-07-09,2026-07-09,2461.84,3692.77,Active,True
TEN-00569,PROP-0047,Liberty Clinic 569,Residential,18076,12,2021-03-19,2025-03-19,40477.07,40477.07,Active,True
TEN-00570,PROP-0047,Beacon Labs 570,Retail,4148,3,2022-09-12,2027-09-12,9364.23,9364.23,Active,True
TEN-00571,PROP-0047,Parkside Holdings 571,Office/Services,16931,10,2021-09-30,2026-09-30,38030.29,57045.44,Renewal Risk,True
TEN-00572,PROP-0047,Brightline Market 572,Residential,13761,6,2022-05-10,2025-05-10,18671.08,28006.62,Active,True
TEN-00573,PROP-0048,Metro Market 573,Residential,5392,5,2022-04-12,2025-04-12,18879.25,37758.5,Active,True
TEN-00574,PROP-0048,Summit Group 574,Residential,1685,5,2023-06-07,2025-06-07,19405.27,38810.54,Active,True
TEN-00575,PROP-0048,Metro Partners 575,Residential,8177,8,2021-07-22,2023-07-22,32903.71,49355.56,Active,True
TEN-00576,PROP-0048,Hudson Studio 576,Residential,9419,3,2022-01-10,2023-01-10,10220.96,15331.45,Active,True
TEN-00577,PROP-0048,Vista Studio 577,Retail,397,1,2022-07-03,2025-07-03,4218.16,6327.24,Active,True
TEN-00578,PROP-0048,Brightline Cafe 578,Residential,6790,10,2021-01-09,2023-01-09,41251.94,61877.9,Month-to-Month,True
TEN-00579,PROP-0048,Harbor Market 579,Residential,350,4,2024-08-13,2026-08-13,16953.08,33906.16,Active,True
TEN-00580,PROP-0048,Brightline Labs 580,Residential,5924,9,2022-05-15,2026-05-15,40650.25,81300.49,Active,True
TEN-00581,PROP-0048,Urban Partners 581,Residential,6984,6,2024-11-22,2026-11-22,22085.77,33128.65,Active,True
TEN-00582,PROP-0048,Urban Market 582,Residential,9391,5,2023-04-25,2024-04-25,23778.22,35667.32,Active,True
TEN-00583,PROP-0048,Pioneer Design 583,Residential,3938,6,2024-09-04,2028-09-04,22578.82,22578.82,Active,True
TEN-00584,PROP-0048,Pioneer Consulting 584,Residential,1123,6,2023-10-10,2025-10-10,24633.0,49266.0,Active,True
TEN-00585,PROP-0048,Pioneer Cafe 585,Residential,15207,1,2023-06-23,2025-06-23,3971.65,5957.47,Active,True
TEN-00586,PROP-0048,Evergreen Partners 586,Residential,6736,7,2023-10-24,2024-10-24,27324.24,40986.36,Active,True
TEN-00587,PROP-0049,Parkside Services 587,Residential,22063,21,2021-04-22,2022-04-22,76679.42,115019.13,Active,True
TEN-00588,PROP-0049,Northstar Group 588,Residential,5444,7,2021-11-29,2025-11-29,28592.71,42889.07,Active,True
TEN-00589,PROP-0049,Parkside Consulting 589,Residential,4962,10,2024-01-04,2027-01-04,36477.42,54716.13,Active,True
TEN-00590,PROP-0049,Evergreen Studio 590,Residential,9540,6,2024-10-07,2026-10-07,21906.31,21906.31,Active,True
TEN-00591,PROP-0049,Pioneer Retail 591,Residential,635,9,2022-02-05,2023-02-05,33890.11,67780.22,Active,True
TEN-00592,PROP-0049,Evergreen Pharmacy 592,Residential,3591,15,2023-03-19,2024-03-19,57322.86,85984.29,Active,True
TEN-00593,PROP-0049,Beacon Design 593,Fitness/Wellness,2704,34,2021-04-25,2023-04-25,129355.38,258710.77,Active,True
TEN-00594,PROP-0049,Parkside Holdings 594,Residential,5998,4,2021-03-18,2024-03-18,14897.67,22346.51,Active,True
TEN-00595,PROP-0049,Atlas Services 595,Residential,5273,19,2024-10-11,2026-10-11,83212.51,83212.51,Active,True
TEN-00596,PROP-0049,Cornerstone Retail 596,Residential,21012,4,2021-03-01,2022-03-01,17438.26,34876.51,Active,True
TEN-00597,PROP-0049,Atlas Cafe 597,Residential,9553,6,2024-01-22,2028-01-22,23289.08,34933.62,Month-to-Month,True
TEN-00598,PROP-0049,Sterling Holdings 598,Residential,11488,4,2023-01-28,2025-01-28,15943.97,31887.94,Active,True
TEN-00599,PROP-0050,Summit Cafe 599,Residential,1386,2,2021-05-14,2023-05-14,6913.53,13827.07,Active,True
TEN-00600,PROP-0050,Pioneer Studio 600,Food & Beverage,746,1,2023-03-10,2024-03-10,2853.76,4280.64,Active,True
TEN-00601,PROP-0050,Harbor Studio 601,Residential,350,1,2021-08-27,2022-08-27,2829.05,4243.58,Active,True
TEN-00602,PROP-0050,Apex Labs 602,Retail,640,1,2023-02-14,2024-02-14,4069.55,8139.11,Month-to-Month,True
TEN-00603,PROP-0050,Beacon Market 603,Residential,3465,1,2021-01-01,2022-01-01,4630.31,9260.61,Active,True
TEN-00604,PROP-0050,Cornerstone Pharmacy 604,Residential,660,1,2024-11-11,2025-11-11,2457.37,4914.74,Active,True
TEN-00605,PROP-0050,Summit Pharmacy 605,Residential,2526,1,2022-09-12,2025-09-12,900.0,900.0,Active,True
TEN-00606,PROP-0050,Urban Consulting 606,Residential,502,1,2021-04-19,2023-04-19,1160.14,2320.29,Active,True
TEN-00607,PROP-0050,Atlas Studio 607,Residential,2384,2,2021-03-17,2023-03-17,8044.26,8044.26,Active,True
TEN-00608,PROP-0050,Evergreen Partners 608,Residential,1452,1,2022-07-13,2026-07-13,2156.53,2156.53,Active,True
TEN-00609,PROP-0050,Harbor Group 609,Residential,350,1,2023-02-21,2025-02-21,4755.36,4755.36,Active,True
TEN-00610,PROP-0050,Vista Market 610,Residential,3209,2,2022-10-07,2024-10-07,5965.66,11931.31,Active,True
TEN-00611,PROP-0050,Cornerstone Fitness 611,Retail,918,1,2024-10-11,2026-10-11,900.0,900.0,Active,True
TEN-00612,PROP-0050,Vista Clinic 612,Residential,1900,1,2024-11-05,2025-11-05,1955.82,3911.64,Active,True
TEN-00613,PROP-0050,Evergreen Studio 613,Residential,892,1,2022-07-13,2025-07-13,2968.86,4453.29,Active,True
TEN-00614,PROP-0050,Hudson Cafe 614,Residential,350,1,2023-10-29,2025-10-29,3299.71,6599.42,Active,True
TEN-00615,PROP-0050,Apex Pharmacy 615,Residential,1424,1,2024-08-19,2027-08-19,4104.5,6156.75,Active,True
TEN-00616,PROP-0051,Urban Partners 616,Residential,733,3,2024-12-18,2025-12-18,10321.98,20643.95,Active,True
TEN-00617,PROP-0051,Northstar Retail 617,Residential,7184,1,2024-05-09,2026-05-09,1521.18,2281.77,Active,True
TEN-00618,PROP-0051,Metro Design 618,Residential,1192,1,2022-07-24,2023-07-24,1216.76,1216.76,Active,True
TEN-00619,PROP-0051,Beacon Labs 619,Residential,2263,2,2024-03-25,2027-03-25,6385.93,6385.93,Active,True
TEN-00620,PROP-0051,Atlas Labs 620,Residential,3610,4,2023-10-30,2024-10-30,13613.19,20419.79,Active,True
TEN-00621,PROP-0052,Brightline Studio 621,Office/Services,1624,1,2024-04-18,2029-04-18,2694.8,2694.8,Active,True
TEN-00622,PROP-0052,Sterling Labs 622,Residential,1489,4,2023-06-12,2024-06-12,10082.0,10082.0,Active,True
TEN-00623,PROP-0052,Liberty Services 623,Residential,2800,3,2024-03-10,2025-03-10,8447.95,16895.9,Active,True
TEN-00624,PROP-0052,Brightline Cafe 624,Residential,3501,10,2023-07-18,2026-07-18,28320.28,56640.55,Month-to-Month,True
TEN-00625,PROP-0052,Northstar Services 625,Residential,2916,4,2024-06-11,2025-06-11,11887.52,23775.04,Active,True
TEN-00626,PROP-0052,Beacon Design 626,Residential,3894,2,2021-05-16,2024-05-16,4799.95,9599.9,Active,True
TEN-00627,PROP-0052,Atlas Holdings 627,Residential,6016,13,2023-09-15,2025-09-15,43872.65,65808.97,Month-to-Month,True
TEN-00628,PROP-0052,Liberty Fitness 628,Residential,419,4,2023-04-09,2025-04-09,9682.27,14523.4,Active,True
TEN-00629,PROP-0052,Pioneer Retail 629,Residential,3524,2,2022-10-17,2025-10-17,5141.08,7711.61,Active,True
TEN-00630,PROP-0052,Cedar Services 630,Residential,4394,3,2021-05-06,2024-05-06,9076.59,9076.59,Active,True
TEN-00631,PROP-0052,Parkside Design 631,Residential,8040,4,2021-08-08,2025-08-08,12407.56,18611.34,Active,True
TEN-00632,PROP-0052,Brightline Services 632,Residential,1253,5,2024-03-19,2025-03-19,12077.18,12077.18,Active,True
TEN-00633,PROP-0052,Summit Services 633,Residential,2191,3,2023-10-18,2025-10-18,10525.39,15788.09,Active,True
TEN-00634,PROP-0052,Parkside Partners 634,Residential,350,4,2023-08-31,2026-08-31,11351.74,11351.74,Active,True
TEN-00635,PROP-0052,Atlas Retail 635,Residential,350,6,2021-11-27,2022-11-27,19421.12,38842.23,Active,True
TEN-00636,PROP-0052,Vista Design 636,Retail,2035,4,2023-03-20,2026-03-20,11661.25,23322.51,Active,True
TEN-00637,PROP-0052,Metro Fitness 637,Residential,597,8,2022-01-13,2025-01-13,23585.7,47171.4,Active,True
TEN-00638,PROP-0053,Harbor Holdings 638,Food & Beverage,1296,1,2023-01-12,2027-01-12,2168.05,4336.11,Active,True
TEN-00639,PROP-0053,Apex Holdings 639,Residential,542,1,2024-04-29,2027-04-29,1839.83,3679.66,Active,True
TEN-00640,PROP-0053,Beacon Retail 640,Residential,2078,2,2024-07-02,2026-07-02,6930.42,6930.42,Active,True
TEN-00641,PROP-0053,Liberty Partners 641,Residential,350,1,2024-09-26,2025-09-26,900.0,900.0,Active,True
TEN-00642,PROP-0053,Summit Group 642,Residential,2947,2,2024-06-19,2025-06-19,4470.92,4470.92,Active,True
TEN-00643,PROP-0053,Atlas Consulting 643,Office/Services,2514,1,2024-12-23,2029-12-23,3222.22,6444.44,Active,True
TEN-00644,PROP-0053,Cornerstone Group 644,Residential,350,1,2021-01-23,2024-01-23,900.0,900.0,Renewal Risk,True
TEN-00645,PROP-0053,Evergreen Consulting 645,Residential,350,1,2022-07-18,2025-07-18,900.0,900.0,Active,True
TEN-00646,PROP-0053,Beacon Holdings 646,Residential,1382,1,2023-10-19,2024-10-19,2272.29,4544.58,Active,True
TEN-00647,PROP-0053,Beacon Fitness 647,Residential,350,1,2021-03-27,2024-03-27,3643.81,5465.72,Active,True
TEN-00648,PROP-0053,Pioneer Partners 648,Residential,704,3,2022-09-22,2023-09-22,7229.53,10844.3,Active,True
TEN-00649,PROP-0053,Sterling Pharmacy 649,Residential,901,1,2024-05-06,2029-05-06,1563.8,3127.6,Active,True
TEN-00650,PROP-0053,Harbor Partners 650,Residential,350,2,2023-07-27,2026-07-27,4078.12,4078.12,Active,True
TEN-00651,PROP-0053,Evergreen Group 651,Residential,1161,1,2023-09-10,2024-09-10,1033.76,2067.52,Active,True
TEN-00652,PROP-0054,Evergreen Fitness 652,Residential,655,1,2023-04-12,2025-04-12,4877.67,4877.67,Active,True
TEN-00653,PROP-0054,Urban Clinic 653,Residential,804,1,2022-09-25,2025-09-25,3467.18,6934.36,Active,True
TEN-00654,PROP-0054,Metro Labs 654,Residential,1149,1,2021-02-01,2023-02-01,1123.83,1123.83,Active,True
TEN-00655,PROP-0054,Hudson Consulting 655,Residential,4896,2,2021-01-12,2024-01-12,6037.52,9056.28,Active,True
TEN-00656,PROP-0054,Cornerstone Group 656,Residential,2126,1,2024-01-26,2025-01-26,3595.54,7191.09,Active,True
TEN-00657,PROP-0054,Pioneer Design 657,Retail,350,7,2021-03-03,2026-03-03,27613.89,55227.79,Active,True
TEN-00658,PROP-0054,Metro Labs 658,Residential,3250,1,2021-03-19,2023-03-19,3274.86,6549.72,Active,True
TEN-00659,PROP-0054,Evergreen Services 659,Residential,3802,1,2022-11-10,2023-11-10,4614.6,9229.2,Active,True
TEN-00660,PROP-0054,Metro Market 660,Residential,1053,1,2024-01-10,2026-01-10,2134.66,4269.33,Active,True
TEN-00661,PROP-0054,Pioneer Retail 661,Retail,2878,1,2022-08-07,2023-08-07,3002.07,3002.07,Active,True
TEN-00662,PROP-0054,Beacon Group 662,Food & Beverage,5246,1,2021-07-21,2022-07-21,3526.1,5289.15,Active,True
TEN-00663,PROP-0054,Urban Cafe 663,Residential,523,2,2024-05-31,2028-05-31,5876.52,11753.05,Active,True
TEN-00664,PROP-0054,Hudson Partners 664,Healthcare,1276,1,2024-09-23,2027-09-23,3801.97,5702.95,Active,True
TEN-00665,PROP-0054,Pioneer Retail 665,Residential,3661,3,2024-05-19,2025-05-19,9033.87,9033.87,Active,True
TEN-00666,PROP-0054,Evergreen Cafe 666,Food & Beverage,8939,5,2021-04-27,2022-04-27,14435.69,28871.38,Active,True
TEN-00667,PROP-0055,Metro Pharmacy 667,Retail,582,2,2023-04-14,2025-04-14,3721.65,5582.48,Active,True
TEN-00668,PROP-0055,Apex Pharmacy 668,Residential,690,1,2022-04-21,2024-04-21,3412.04,3412.04,Active,True
TEN-00669,PROP-0055,Liberty Services 669,Retail,874,1,2021-02-19,2022-02-19,1679.77,2519.66,Active,True
TEN-00670,PROP-0055,Cornerstone Partners 670,Residential,662,3,2022-01-28,2025-01-28,5791.49,11582.97,Active,True
TEN-00671,PROP-0055,Summit Partners 671,Retail,3044,1,2024-10-16,2025-10-16,1272.82,1272.82,Active,True
TEN-00672,PROP-0056,Apex Consulting 672,Residential,2949,4,2021-05-20,2022-05-20,11548.73,11548.73,Active,True
TEN-00673,PROP-0056,Cedar Holdings 673,Healthcare,2086,1,2023-05-14,2026-05-14,2969.88,4454.81,Active,True
TEN-00674,PROP-0056,Summit Services 674,Residential,3334,5,2021-12-20,2022-12-20,12386.81,18580.22,Active,True
TEN-00675,PROP-0056,Summit Labs 675,Residential,4217,5,2024-03-15,2029-03-15,10812.97,16219.46,Active,True
TEN-00676,PROP-0056,Apex Partners 676,Residential,2888,4,2022-04-24,2024-04-24,9753.43,19506.86,Month-to-Month,True
TEN-00677,PROP-0056,Atlas Studio 677,Residential,2232,3,2024-06-14,2025-06-14,8037.74,8037.74,Active,True
TEN-00678,PROP-0056,Beacon Holdings 678,Office/Services,2572,1,2023-04-28,2026-04-28,1812.01,2718.01,Active,True
TEN-00679,PROP-0056,Brightline Partners 679,Residential,2412,4,2021-06-21,2023-06-21,9512.77,14269.15,Active,True
TEN-00680,PROP-0056,Cedar Retail 680,Residential,8616,2,2022-12-30,2023-12-30,3910.47,3910.47,Active,True
TEN-00681,PROP-0056,Brightline Services 681,Residential,3772,4,2021-05-22,2022-05-22,8890.56,17781.12,Active,True
TEN-00682,PROP-0056,Parkside Partners 682,Residential,1978,2,2024-10-02,2026-10-02,4081.55,4081.55,Renewal Risk,True
TEN-00683,PROP-0056,Sterling Market 683,Office/Services,571,2,2022-11-25,2025-11-25,4335.13,4335.13,Renewal Risk,True
TEN-00684,PROP-0056,Hudson Services 684,Residential,11832,1,2022-08-01,2026-08-01,2631.7,3947.56,Active,True
TEN-00685,PROP-0057,Northstar Consulting 685,Residential,350,2,2022-07-03,2026-07-03,9193.19,18386.39,Month-to-Month,True
TEN-00686,PROP-0057,Vista Labs 686,Food & Beverage,780,1,2022-01-07,2024-01-07,1718.29,3436.58,Active,True
TEN-00687,PROP-0057,Metro Consulting 687,Residential,350,1,2024-11-09,2026-11-09,1110.38,2220.76,Month-to-Month,True
TEN-00688,PROP-0057,Parkside Group 688,Residential,799,1,2024-02-11,2028-02-11,4631.97,9263.95,Active,True
TEN-00689,PROP-0057,Vista Partners 689,Residential,1643,1,2024-11-20,2028-11-20,2796.68,4195.02,Active,True
TEN-00690,PROP-0057,Liberty Market 690,Retail,1388,1,2023-03-31,2026-03-31,1826.95,2740.42,Active,True
TEN-00691,PROP-0057,Harbor Holdings 691,Residential,3096,1,2021-02-22,2023-02-22,2196.52,2196.52,Active,True
TEN-00692,PROP-0057,Summit Design 692,Healthcare,453,1,2021-08-26,2024-08-26,2773.56,5547.12,Active,True
TEN-00693,PROP-0057,Metro Partners 693,Residential,1860,2,2023-11-08,2024-11-08,7358.64,11037.95,Active,True
TEN-00694,PROP-0057,Cornerstone Group 694,Residential,2044,2,2021-03-02,2025-03-02,8949.97,17899.94,Month-to-Month,True
TEN-00695,PROP-0057,Vista Group 695,Retail,433,1,2021-08-22,2024-08-22,900.0,900.0,Active,True
TEN-00696,PROP-0057,Urban Studio 696,Retail,2852,1,2021-10-17,2026-10-17,5895.73,8843.6,Month-to-Month,True
TEN-00697,PROP-0057,Cedar Fitness 697,Residential,3779,2,2022-06-11,2024-06-11,6873.46,6873.46,Month-to-Month,True
TEN-00698,PROP-0057,Liberty Holdings 698,Residential,2694,1,2024-05-23,2027-05-23,1914.87,2872.31,Active,True
TEN-00699,PROP-0057,Atlas Consulting 699,Residential,3979,1,2024-08-20,2025-08-20,3264.9,6529.79,Active,True
TEN-00700,PROP-0058,Cedar Services 700,Food & Beverage,1741,9,2023-09-03,2025-09-03,21251.88,21251.88,Active,True
TEN-00701,PROP-0058,Apex Group 701,Residential,4687,7,2021-12-12,2024-12-12,16643.34,33286.69,Month-to-Month,True
TEN-00702,PROP-0058,Vista Group 702,Residential,6086,1,2021-07-03,2022-07-03,900.0,1350.0,Active,True
TEN-00703,PROP-0058,Parkside Design 703,Residential,1225,8,2021-12-25,2025-12-25,17993.39,17993.39,Active,True
TEN-00704,PROP-0058,Urban Services 704,Residential,6272,5,2021-08-24,2025-08-24,12049.29,12049.29,Active,True
TEN-00705,PROP-0058,Vista Design 705,Residential,4654,1,2023-09-27,2025-09-27,3173.45,4760.17,Active,True
TEN-00706,PROP-0058,Beacon Cafe 706,Office/Services,1994,2,2023-10-27,2026-10-27,4167.41,6251.11,Month-to-Month,True
TEN-00707,PROP-0058,Harbor Market 707,Residential,1401,3,2024-07-29,2027-07-29,7481.37,7481.37,Active,True
TEN-00708,PROP-0058,Summit Cafe 708,Residential,1545,6,2023-05-26,2025-05-26,12398.42,24796.83,Active,True
TEN-00709,PROP-0058,Sterling Retail 709,Residential,3474,4,2022-02-01,2024-02-01,8574.54,12861.82,Renewal Risk,True
TEN-00710,PROP-0058,Vista Fitness 710,Residential,5769,14,2022-11-02,2026-11-02,33059.61,49589.42,Active,True
TEN-00711,PROP-0058,Apex Group 711,Food & Beverage,3364,1,2024-08-12,2027-08-12,3419.68,5129.52,Active,True
TEN-00712,PROP-0058,Parkside Services 712,Retail,819,1,2022-01-12,2024-01-12,900.0,1800.0,Active,True
TEN-00713,PROP-0058,Cedar Group 713,Residential,3756,2,2022-10-06,2023-10-06,4552.5,4552.5,Active,True
TEN-00714,PROP-0058,Urban Clinic 714,Office/Services,3552,3,2021-02-06,2022-02-06,7810.87,15621.74,Active,True
TEN-00715,PROP-0059,Vista Market 715,Food & Beverage,1197,2,2024-03-06,2025-03-06,9790.07,9790.07,Active,True
TEN-00716,PROP-0059,Hudson Design 716,Residential,350,1,2021-03-03,2023-03-03,3182.74,4774.11,Active,True
TEN-00717,PROP-0059,Harbor Retail 717,Residential,3104,1,2024-07-20,2026-07-20,4353.44,4353.44,Active,True
