invoice_id,property_id,vendor_id,vendor_name,invoice_number,invoice_category,invoice_date,due_date,paid_date,invoice_amount,approval_status,gl_code,late_payment_flag,potential_duplicate_invoice_flag,missing_gl_code_flag,compliance_flag,synthetic_record
INVREC-0002034,PROP-0033,VEND-001,Rapid Repair Co,INV-0033-09-02034,Repairs & Maintenance,2025-09-09,2025-10-09,2025-10-02,4413.15,Approved,6100,False,False,False,False,True
INVREC-0002035,PROP-0033,VEND-014,LedgerPro Accounting,INV-0033-09-02035,Professional Services,2025-09-05,2025-09-20,2025-09-18,3960.56,Approved,6600,False,False,False,False,True
INVREC-0002036,PROP-0033,VEND-016,RiskShield Insurance,INV-0033-10-02036,Insurance,2025-10-01,2025-10-31,2025-10-27,35165.26,Approved,6700,False,False,False,False,True
INVREC-0002037,PROP-0033,VEND-005,Bright Electric,INV-0033-10-02037,Repairs & Maintenance,2025-10-11,2025-11-10,2025-11-27,36055.08,Approved,6100,True,False,False,True,True
INVREC-0002038,PROP-0033,VEND-009,Guardian Security,INV-0033-10-02038,Security,2025-10-18,2025-11-17,2025-11-14,2288.38,Approved,6300,False,False,False,False,True
INVREC-0002039,PROP-0033,VEND-008,Gridline Energy,INV-0033-10-02039,Utilities,2025-10-08,2025-10-23,2025-10-21,21462.24,Approved,6200,False,False,False,False,True
INVREC-0002040,PROP-0033,VEND-006,ConEd Utility,INV-0033-11-02040,Utilities,2025-11-19,2026-01-03,2025-12-28,15150.74,Approved,6200,False,False,False,False,True
INVREC-0002041,PROP-0033,VEND-012,Sparkle Janitorial,INV-0033-11-02041,Janitorial,2025-11-14,2025-12-14,2025-12-19,5586.54,Approved,6400,True,False,False,True,True
INVREC-0002042,PROP-0033,VEND-002,Skyline Maintenance,INV-0033-11-02042,Repairs & Maintenance,2025-11-03,2025-12-03,2025-11-28,10424.21,Approved,6100,False,False,False,False,True
INVREC-0002043,PROP-0033,VEND-006,ConEd Utility,INV-0033-11-02043,Utilities,2025-11-17,2025-12-17,2025-12-11,15762.25,Approved,6200,False,False,False,False,True
INVREC-0002044,PROP-0033,VEND-012,Sparkle Janitorial,INV-0033-11-02044,Janitorial,2025-11-04,2025-12-04,2025-12-23,7964.81,Approved,6400,True,False,False,True,True
INVREC-0002045,PROP-0033,VEND-001,Rapid Repair Co,INV-0033-11-02045,Repairs & Maintenance,2025-11-08,2025-12-08,2025-12-06,40544.09,Approved,6100,False,False,False,False,True
INVREC-0002046,PROP-0033,VEND-012,Sparkle Janitorial,INV-0033-12-02046,Janitorial,2025-12-08,2026-01-07,2026-01-06,12566.75,Approved,6400,False,False,False,False,True
INVREC-0002047,PROP-0033,VEND-017,OfficeWorks Supply,INV-0033-12-02047,Administrative,2025-12-25,2026-02-08,2026-02-04,869.24,Approved,6800,False,False,False,False,True
INVREC-0002048,PROP-0033,VEND-015,ComplianceWorks,INV-0033-12-02048,Professional Services,2025-12-11,2026-01-10,2026-01-08,7618.48,Approved,6600,False,False,False,False,True
INVREC-0002049,PROP-0034,VEND-017,OfficeWorks Supply,INV-0034-01-02049,Administrative,2025-01-16,2025-02-15,2025-02-10,1915.15,Approved,6800,False,False,False,False,True
INVREC-0002050,PROP-0034,VEND-003,Metro Mechanical,INV-0034-01-02050,Repairs & Maintenance,2025-01-13,2025-02-12,2025-02-12,5057.73,Approved,6100,False,False,False,False,True
INVREC-0002051,PROP-0034,VEND-004,Ace Plumbing,INV-0034-01-02051,Repairs & Maintenance,2025-01-07,2025-01-22,2025-01-19,13128.61,Approved,6100,False,False,False,False,True
INVREC-0002052,PROP-0034,VEND-012,Sparkle Janitorial,INV-0034-01-02052,Janitorial,2025-01-17,2025-02-16,2025-02-13,4897.19,Approved,6400,False,False,False,False,True
INVREC-0002053,PROP-0034,VEND-008,Gridline Energy,INV-0034-02-02053,Utilities,2025-02-12,2025-03-29,2025-03-23,7911.66,Approved,6200,False,False,False,False,True
INVREC-0002054,PROP-0034,VEND-011,CleanCore Services,INV-0034-02-02054,Janitorial,2025-02-10,2025-03-12,2025-03-05,6553.52,Approved,6400,False,False,False,False,True
INVREC-0002055,PROP-0034,VEND-013,Urban Greenery,INV-0034-02-02055,Landscaping,2025-02-08,2025-02-23,2025-02-20,3027.9,Approved,,False,False,True,True,True
INVREC-0002056,PROP-0034,VEND-002,Skyline Maintenance,INV-0034-02-02056,Repairs & Maintenance,2025-02-03,2025-02-18,2025-02-24,5313.44,Pending,6100,True,False,False,True,True
INVREC-0002057,PROP-0034,VEND-010,FrontDesk Patrol,INV-0034-02-02057,Security,2025-02-23,2025-04-09,2025-04-09,3813.92,Approved,6300,False,False,False,False,True
INVREC-0002058,PROP-0034,VEND-004,Ace Plumbing,INV-0034-03-02058,Repairs & Maintenance,2025-03-05,2025-03-20,2025-03-19,10581.57,Approved,6100,False,False,False,False,True
INVREC-0002059,PROP-0034,VEND-016,RiskShield Insurance,INV-0034-03-02059,Insurance,2025-03-21,2025-04-20,2025-04-20,1441.01,Approved,6700,False,False,False,False,True
INVREC-0002060,PROP-0034,VEND-015,ComplianceWorks,INV-0034-03-02060,Professional Services,2025-03-09,2025-04-08,2025-04-08,4734.54,Approved,6600,False,False,False,False,True
INVREC-0002061,PROP-0034,VEND-017,OfficeWorks Supply,INV-0034-03-02061,Administrative,2025-03-23,2025-04-07,2025-04-06,376.38,Approved,6800,False,False,False,False,True
INVREC-0002062,PROP-0034,VEND-001,Rapid Repair Co,INV-0034-03-02062,Repairs & Maintenance,2025-03-14,2025-04-13,2025-04-08,3119.8,Approved,6100,False,False,False,False,True
INVREC-0002063,PROP-0034,VEND-017,OfficeWorks Supply,INV-0034-04-02063,Administrative,2025-04-08,2025-05-08,2025-05-08,1486.41,Approved,6800,False,False,False,False,True
INVREC-0002064,PROP-0034,VEND-005,Bright Electric,INV-0034-04-02064,Repairs & Maintenance,2025-04-23,2025-05-23,2025-05-23,22569.19,Approved,6100,False,False,False,False,True
INVREC-0002065,PROP-0034,VEND-001,Rapid Repair Co,INV-0034-04-02065,Repairs & Maintenance,2025-04-22,2025-05-22,2025-05-17,12425.03,Approved,6100,False,False,False,False,True
INVREC-0002066,PROP-0034,VEND-008,Gridline Energy,INV-0034-04-02066,Utilities,2025-04-21,2025-05-21,2025-05-19,3985.33,Approved,6200,False,False,False,False,True
INVREC-0002067,PROP-0034,VEND-003,Metro Mechanical,INV-0034-05-02067,Repairs & Maintenance,2025-05-08,2025-06-07,2025-06-01,12511.83,Pending,6100,False,False,False,True,True
INVREC-0002068,PROP-0034,VEND-008,Gridline Energy,INV-0034-05-02068,Utilities,2025-05-08,2025-05-23,2025-05-20,5668.3,Pending,6200,False,False,False,True,True
INVREC-0002069,PROP-0034,VEND-006,ConEd Utility,INV-0034-05-02069,Utilities,2025-05-19,2025-06-03,2025-05-31,9805.22,Approved,6200,False,False,False,False,True
INVREC-0002070,PROP-0034,VEND-006,ConEd Utility,INV-0034-06-02070,Utilities,2025-06-23,2025-07-08,2025-07-01,14880.02,Approved,6200,False,False,False,False,True
INVREC-0002071,PROP-0034,VEND-004,Ace Plumbing,INV-0034-06-02071,Repairs & Maintenance,2025-06-13,2025-07-28,2025-07-21,15802.48,Approved,6100,False,False,False,False,True
INVREC-0002072,PROP-0034,VEND-010,FrontDesk Patrol,INV-0034-06-02072,Security,2025-06-18,2025-08-02,2025-08-01,4087.0,Pending,6300,False,False,False,True,True
INVREC-0002073,PROP-0034,VEND-009,Guardian Security,INV-0034-06-02073,Security,2025-06-25,2025-07-25,2025-07-23,3294.33,Approved,6300,False,False,False,False,True
INVREC-0002074,PROP-0034,VEND-001,Rapid Repair Co,INV-0034-07-02074,Repairs & Maintenance,2025-07-10,2025-08-24,2025-08-20,10202.66,Approved,6100,False,False,False,False,True
INVREC-0002075,PROP-0034,VEND-001,Rapid Repair Co,INV-0034-07-02075,Repairs & Maintenance,2025-07-18,2025-08-02,2025-08-06,21120.23,Approved,6100,True,False,False,True,True
INVREC-0002076,PROP-0034,VEND-004,Ace Plumbing,INV-0034-07-02076,Repairs & Maintenance,2025-07-14,2025-08-13,2025-08-13,12725.48,Approved,6100,False,False,False,False,True
INVREC-0002077,PROP-0034,VEND-007,NY Water Services,INV-0034-08-02077,Utilities,2025-08-07,2025-09-06,2025-09-05,5105.89,Approved,6200,False,False,False,False,True
INVREC-0002078,PROP-0034,VEND-009,Guardian Security,INV-0034-08-02078,Security,2025-08-20,2025-09-04,2025-08-31,1811.36,Approved,6300,False,False,False,False,True
INVREC-0002079,PROP-0034,VEND-001,Rapid Repair Co,INV-0034-08-02079,Repairs & Maintenance,2025-08-16,2025-09-30,2025-10-01,3106.03,Approved,6100,True,False,False,True,True
INVREC-0002080,PROP-0034,VEND-015,ComplianceWorks,INV-0034-08-02080,Professional Services,2025-08-17,2025-09-01,2025-08-27,4300.29,Approved,,False,False,True,True,True
INVREC-0002081,PROP-0034,VEND-017,OfficeWorks Supply,INV-0034-08-02081,Administrative,2025-08-05,2025-09-04,,442.7,Rejected,6800,False,False,False,True,True
INVREC-0002082,PROP-0034,VEND-008,Gridline Energy,INV-0034-08-02082,Utilities,2025-08-07,2025-09-06,2025-09-06,2941.13,Approved,6200,False,False,False,False,True
INVREC-0002083,PROP-0034,VEND-015,ComplianceWorks,INV-0034-09-02083,Professional Services,2025-09-09,2025-10-09,2025-10-09,4534.19,Approved,6600,False,False,False,False,True
INVREC-0002084,PROP-0034,VEND-004,Ace Plumbing,INV-0034-09-02084,Repairs & Maintenance,2025-09-02,2025-09-17,2025-09-16,9373.68,Approved,6100,False,False,False,False,True
INVREC-0002085,PROP-0034,VEND-012,Sparkle Janitorial,INV-0034-09-02085,Janitorial,2025-09-08,2025-10-23,2025-10-19,11242.93,Approved,6400,False,False,False,False,True
INVREC-0002086,PROP-0034,VEND-004,Ace Plumbing,INV-0034-10-02086,Repairs & Maintenance,2025-10-19,2025-11-18,2025-11-15,12478.52,Approved,6100,False,False,False,False,True
INVREC-0002087,PROP-0034,VEND-006,ConEd Utility,INV-0034-10-02087,Utilities,2025-10-01,2025-10-31,2025-10-30,18464.05,Approved,6200,False,False,False,False,True
INVREC-0002088,PROP-0034,VEND-002,Skyline Maintenance,INV-0034-10-02088,Repairs & Maintenance,2025-10-13,2025-11-12,2025-11-13,7473.4,Approved,6100,True,False,False,True,True
INVREC-0002089,PROP-0034,VEND-009,Guardian Security,INV-0034-10-02089,Security,2025-10-20,2025-11-19,2025-11-12,5074.5,Approved,6300,False,False,False,False,True
INVREC-0002090,PROP-0034,VEND-004,Ace Plumbing,INV-0034-11-02090,Repairs & Maintenance,2025-11-07,2025-12-07,2025-12-05,9584.16,Approved,,False,False,True,True,True
INVREC-0002091,PROP-0034,VEND-015,ComplianceWorks,INV-0034-11-02091,Professional Services,2025-11-09,2025-11-24,2025-11-20,262.08,Approved,6600,False,False,False,False,True
INVREC-0002092,PROP-0034,VEND-016,RiskShield Insurance,INV-0034-11-02092,Insurance,2025-11-09,2025-12-09,2025-12-08,3573.41,Approved,6700,False,False,False,False,True
INVREC-0002093,PROP-0034,VEND-017,OfficeWorks Supply,INV-0034-11-02093,Administrative,2025-11-07,2025-12-07,2025-12-06,639.24,Approved,6800,False,False,False,False,True
INVREC-0002094,PROP-0034,VEND-009,Guardian Security,INV-0034-11-02094,Security,2025-11-25,2026-01-09,2026-01-07,5616.95,Approved,6300,False,False,False,False,True
INVREC-0002095,PROP-0034,VEND-004,Ace Plumbing,INV-0034-12-02095,Repairs & Maintenance,2025-12-09,2026-01-08,2026-01-06,11103.66,Pending,6100,False,False,False,True,True
INVREC-0002096,PROP-0034,VEND-004,Ace Plumbing,INV-0034-12-02096,Repairs & Maintenance,2025-12-16,2026-01-15,2026-01-09,8848.58,Approved,6100,False,False,False,False,True
INVREC-0002097,PROP-0034,VEND-004,Ace Plumbing,INV-0034-12-02097,Repairs & Maintenance,2025-12-04,2025-12-19,2026-01-01,7337.66,Approved,6100,True,False,False,True,True
INVREC-0002098,PROP-0034,VEND-013,Urban Greenery,INV-0034-12-02098,Landscaping,2025-12-19,2026-01-18,2026-02-06,1402.57,Approved,6500,True,False,False,True,True
INVREC-0002099,PROP-0035,VEND-005,Bright Electric,INV-0035-01-02099,Repairs & Maintenance,2025-01-19,2025-02-18,2025-02-17,191.98,Approved,6100,False,False,False,False,True
INVREC-0002100,PROP-0035,VEND-008,Gridline Energy,INV-0035-01-02100,Utilities,2025-01-04,2025-02-03,2025-02-22,375.19,Approved,6200,True,False,False,True,True
INVREC-0002101,PROP-0035,VEND-008,Gridline Energy,INV-0035-01-02101,Utilities,2025-01-18,2025-02-17,2025-02-13,307.62,Approved,6200,False,False,False,False,True
INVREC-0002102,PROP-0035,VEND-005,Bright Electric,INV-0035-02-02102,Repairs & Maintenance,2025-02-12,2025-03-14,2025-03-07,176.03,Approved,6100,False,False,False,False,True
INVREC-0002103,PROP-0035,VEND-015,ComplianceWorks,INV-0035-02-02103,Professional Services,2025-02-15,2025-03-17,2025-03-12,194.07,Approved,6600,False,False,False,False,True
INVREC-0002104,PROP-0035,VEND-013,Urban Greenery,INV-0035-02-02104,Landscaping,2025-02-15,2025-03-02,2025-02-26,75.0,Approved,6500,False,False,False,False,True
INVREC-0002105,PROP-0035,VEND-006,ConEd Utility,INV-0035-02-02105,Utilities,2025-02-09,2025-03-26,2025-03-20,209.34,Approved,6200,False,False,False,False,True
INVREC-0002106,PROP-0035,VEND-001,Rapid Repair Co,INV-0035-02-02106,Repairs & Maintenance,2025-02-17,2025-03-19,2025-03-18,75.0,Approved,,False,False,True,True,True
INVREC-0002107,PROP-0035,VEND-013,Urban Greenery,INV-0035-02-02107,Landscaping,2025-02-14,2025-03-16,2025-03-10,75.0,Approved,6500,False,False,False,False,True
INVREC-0002108,PROP-0035,VEND-014,LedgerPro Accounting,INV-0034-12-02096,Professional Services,2025-02-15,2025-03-17,2025-03-14,101.28,Approved,6600,False,True,False,True,True
INVREC-0002109,PROP-0035,VEND-017,OfficeWorks Supply,INV-0035-02-02109,Administrative,2025-02-18,2025-03-20,2025-03-18,75.0,Pending,6800,False,False,False,True,True
INVREC-0002110,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-03-02110,Repairs & Maintenance,2025-03-04,2025-04-03,2025-03-28,1847.18,Approved,6100,False,False,False,False,True
INVREC-0002111,PROP-0035,VEND-013,Urban Greenery,INV-0035-03-02111,Landscaping,2025-03-11,2025-03-26,2025-03-21,302.67,Approved,6500,False,False,False,False,True
INVREC-0002112,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-04-02112,Repairs & Maintenance,2025-04-11,2025-04-26,2025-04-26,798.86,Approved,6100,False,False,False,False,True
INVREC-0002113,PROP-0035,VEND-012,Sparkle Janitorial,INV-0035-04-02113,Janitorial,2025-04-20,2025-05-20,2025-05-17,1084.43,Approved,6400,False,False,False,False,True
INVREC-0002114,PROP-0035,VEND-011,CleanCore Services,INV-0035-04-02114,Janitorial,2025-04-03,2025-05-03,2025-04-30,102.43,Approved,6400,False,False,False,False,True
INVREC-0002115,PROP-0035,VEND-013,Urban Greenery,INV-0035-05-02115,Landscaping,2025-05-11,2025-06-10,2025-06-07,75.0,Approved,6500,False,False,False,False,True
INVREC-0002116,PROP-0035,VEND-008,Gridline Energy,INV-0035-05-02116,Utilities,2025-05-18,2025-06-17,2025-06-12,414.33,Pending,6200,False,False,False,True,True
INVREC-0002117,PROP-0035,VEND-011,CleanCore Services,INV-0035-05-02117,Janitorial,2025-05-06,2025-06-05,2025-05-31,140.45,Approved,6400,False,False,False,False,True
INVREC-0002118,PROP-0035,VEND-014,LedgerPro Accounting,INV-0035-05-02118,Professional Services,2025-05-20,2025-06-19,2025-06-16,75.0,Approved,6600,False,False,False,False,True
INVREC-0002119,PROP-0035,VEND-011,CleanCore Services,INV-0035-05-02119,Janitorial,2025-05-09,2025-06-08,2025-06-10,75.0,Approved,6400,True,False,False,True,True
INVREC-0002120,PROP-0035,VEND-013,Urban Greenery,INV-0035-05-02120,Landscaping,2025-05-14,2025-06-13,2025-06-08,113.08,Approved,6500,False,False,False,False,True
INVREC-0002121,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-05-02121,Repairs & Maintenance,2025-05-25,2025-06-09,2025-06-09,182.91,Approved,6100,False,False,False,False,True
INVREC-0002122,PROP-0035,VEND-011,CleanCore Services,INV-0035-05-02122,Janitorial,2025-05-21,2025-06-20,2025-06-23,75.0,Approved,6400,True,False,False,True,True
INVREC-0002123,PROP-0035,VEND-017,OfficeWorks Supply,INV-0035-06-02123,Administrative,2025-06-23,2025-07-23,2025-07-22,75.0,Approved,6800,False,False,False,False,True
INVREC-0002124,PROP-0035,VEND-005,Bright Electric,INV-0035-06-02124,Repairs & Maintenance,2025-06-03,2025-07-18,2025-07-16,636.72,Approved,6100,False,False,False,False,True
INVREC-0002125,PROP-0035,VEND-012,Sparkle Janitorial,INV-0035-06-02125,Janitorial,2025-06-02,2025-07-02,2025-06-27,481.61,Approved,6400,False,False,False,False,True
INVREC-0002126,PROP-0035,VEND-008,Gridline Energy,INV-0035-06-02126,Utilities,2025-06-07,2025-07-07,2025-07-02,243.18,Approved,6200,False,False,False,False,True
INVREC-0002127,PROP-0035,VEND-014,LedgerPro Accounting,INV-0035-06-02127,Professional Services,2025-06-01,2025-06-16,2025-06-13,187.25,Approved,6600,False,False,False,False,True
INVREC-0002128,PROP-0035,VEND-001,Rapid Repair Co,INV-0035-07-02128,Repairs & Maintenance,2025-07-19,2025-08-18,2025-08-14,198.82,Approved,6100,False,False,False,False,True
INVREC-0002129,PROP-0035,VEND-012,Sparkle Janitorial,INV-0035-07-02129,Janitorial,2025-07-22,2025-08-21,2025-08-18,128.94,Approved,6400,False,False,False,False,True
INVREC-0002130,PROP-0035,VEND-004,Ace Plumbing,INV-0035-07-02130,Repairs & Maintenance,2025-07-12,2025-07-27,2025-07-27,362.53,Approved,6100,False,False,False,False,True
INVREC-0002131,PROP-0035,VEND-017,OfficeWorks Supply,INV-0035-07-02131,Administrative,2025-07-10,2025-08-24,2025-08-17,75.0,Pending,6800,False,False,False,True,True
INVREC-0002132,PROP-0035,VEND-006,ConEd Utility,INV-0035-07-02132,Utilities,2025-07-15,2025-08-14,2025-08-10,459.87,Approved,6200,False,False,False,False,True
INVREC-0002133,PROP-0035,VEND-003,Metro Mechanical,INV-0035-08-02133,Repairs & Maintenance,2025-08-18,2025-09-17,2025-09-14,317.27,Approved,6100,False,False,False,False,True
INVREC-0002134,PROP-0035,VEND-011,CleanCore Services,INV-0035-08-02134,Janitorial,2025-08-22,2025-09-21,2025-09-18,83.15,Approved,6400,False,False,False,False,True
INVREC-0002135,PROP-0035,VEND-014,LedgerPro Accounting,INV-0035-08-02135,Professional Services,2025-08-11,2025-09-10,2025-09-11,82.64,Approved,6600,True,False,False,True,True
INVREC-0002136,PROP-0035,VEND-007,NY Water Services,INV-0035-08-02136,Utilities,2025-08-12,2025-09-11,,185.01,Rejected,6200,False,False,False,True,True
INVREC-0002137,PROP-0035,VEND-017,OfficeWorks Supply,INV-0035-08-02137,Administrative,2025-08-11,2025-09-10,2025-09-03,75.0,Pending,6800,False,False,False,True,True
INVREC-0002138,PROP-0035,VEND-001,Rapid Repair Co,INV-0035-08-02138,Repairs & Maintenance,2025-08-07,2025-09-06,2025-09-02,206.3,Approved,6100,False,False,False,False,True
INVREC-0002139,PROP-0035,VEND-008,Gridline Energy,INV-0035-08-02139,Utilities,2025-08-04,2025-08-19,2025-08-15,153.86,Approved,6200,False,False,False,False,True
INVREC-0002140,PROP-0035,VEND-005,Bright Electric,INV-0035-08-02140,Repairs & Maintenance,2025-08-22,2025-09-06,2025-09-03,432.49,Approved,6100,False,False,False,False,True
INVREC-0002141,PROP-0035,VEND-014,LedgerPro Accounting,INV-0035-08-02141,Professional Services,2025-08-23,2025-09-22,2025-09-15,75.0,Approved,6600,False,False,False,False,True
INVREC-0002142,PROP-0035,VEND-013,Urban Greenery,INV-0035-09-02142,Landscaping,2025-09-18,2025-10-03,2025-09-27,163.06,Approved,6500,False,False,False,False,True
INVREC-0002143,PROP-0035,VEND-015,ComplianceWorks,INV-0035-09-02143,Professional Services,2025-09-16,2025-10-16,2025-10-13,80.39,Approved,6600,False,False,False,False,True
INVREC-0002144,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-10-02144,Repairs & Maintenance,2025-10-12,2025-11-11,2025-12-04,389.55,Approved,6100,True,False,False,True,True
INVREC-0002145,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-10-02145,Repairs & Maintenance,2025-10-20,2025-11-04,2025-10-31,597.13,Approved,6100,False,False,False,False,True
INVREC-0002146,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-10-02146,Repairs & Maintenance,2025-10-02,2025-11-01,2025-10-31,794.79,Approved,6100,False,False,False,False,True
INVREC-0002147,PROP-0035,VEND-009,Guardian Security,INV-0035-10-02147,Security,2025-10-10,2025-10-25,2025-10-24,236.27,Approved,6300,False,False,False,False,True
INVREC-0002148,PROP-0035,VEND-009,Guardian Security,INV-0035-10-02148,Security,2025-10-25,2025-11-24,2025-11-28,75.0,Approved,6300,True,False,False,True,True
INVREC-0002149,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-11-02149,Repairs & Maintenance,2025-11-25,2026-01-09,2026-01-06,265.92,Approved,6100,False,False,False,False,True
INVREC-0002150,PROP-0035,VEND-004,Ace Plumbing,INV-0035-11-02150,Repairs & Maintenance,2025-11-21,2025-12-21,2025-12-14,277.79,Approved,6100,False,False,False,False,True
INVREC-0002151,PROP-0035,VEND-009,Guardian Security,INV-0035-11-02151,Security,2025-11-17,2026-01-01,2025-12-26,120.91,Approved,6300,False,False,False,False,True
INVREC-0002152,PROP-0035,VEND-004,Ace Plumbing,INV-0035-11-02152,Repairs & Maintenance,2025-11-01,2025-12-16,2025-12-09,979.28,Approved,6100,False,False,False,False,True
INVREC-0002153,PROP-0035,VEND-017,OfficeWorks Supply,INV-0035-11-02153,Administrative,2025-11-23,2025-12-23,2025-12-20,121.11,Approved,6800,False,False,False,False,True
INVREC-0002154,PROP-0035,VEND-001,Rapid Repair Co,INV-0035-12-02154,Repairs & Maintenance,2025-12-17,2026-01-16,2026-01-09,350.95,Approved,6100,False,False,False,False,True
INVREC-0002155,PROP-0035,VEND-014,LedgerPro Accounting,INV-0035-12-02155,Professional Services,2025-12-11,2026-01-10,2026-01-03,141.06,Approved,6600,False,False,False,False,True
INVREC-0002156,PROP-0035,VEND-008,Gridline Energy,INV-0035-12-02156,Utilities,2025-12-09,2026-01-08,2026-01-06,339.15,Approved,6200,False,False,False,False,True
INVREC-0002157,PROP-0035,VEND-002,Skyline Maintenance,INV-0035-12-02157,Repairs & Maintenance,2025-12-12,2025-12-27,,229.93,Rejected,6100,False,False,False,True,True
INVREC-0002158,PROP-0036,VEND-010,FrontDesk Patrol,INV-0036-01-02158,Security,2025-01-04,2025-01-19,2025-02-03,2263.49,Approved,6300,True,False,False,True,True
INVREC-0002159,PROP-0036,VEND-004,Ace Plumbing,INV-0036-01-02159,Repairs & Maintenance,2025-01-08,2025-02-07,2025-02-01,20313.79,Approved,6100,False,False,False,False,True
INVREC-0002160,PROP-0036,VEND-010,FrontDesk Patrol,INV-0036-01-02160,Security,2025-01-05,2025-02-04,2025-02-20,6765.51,Approved,6300,True,False,False,True,True
INVREC-0002161,PROP-0036,VEND-012,Sparkle Janitorial,INV-0036-01-02161,Janitorial,2025-01-18,2025-02-17,2025-02-11,14815.74,Approved,6400,False,False,False,False,True
INVREC-0002162,PROP-0036,VEND-006,ConEd Utility,INV-0036-01-02162,Utilities,2025-01-13,2025-02-12,2025-02-11,5375.59,Approved,6200,False,False,False,False,True
INVREC-0002163,PROP-0036,VEND-004,Ace Plumbing,INV-0036-02-02163,Repairs & Maintenance,2025-02-07,2025-03-24,2025-03-17,19790.22,Approved,6100,False,False,False,False,True
INVREC-0002164,PROP-0036,VEND-002,Skyline Maintenance,INV-0036-02-02164,Repairs & Maintenance,2025-02-18,2025-03-20,2025-03-25,5193.7,Approved,6100,True,False,False,True,True
INVREC-0002165,PROP-0036,VEND-017,OfficeWorks Supply,INV-0036-03-02165,Administrative,2025-03-18,2025-04-17,2025-05-06,2296.48,Approved,6800,True,False,False,True,True
INVREC-0002166,PROP-0036,VEND-009,Guardian Security,INV-0036-03-02166,Security,2025-03-21,2025-04-20,2025-04-16,18344.14,Approved,6300,False,False,False,False,True
INVREC-0002167,PROP-0036,VEND-003,Metro Mechanical,INV-0036-04-02167,Repairs & Maintenance,2025-04-02,2025-05-02,2025-05-02,1234.86,Approved,6100,False,False,False,False,True
INVREC-0002168,PROP-0036,VEND-015,ComplianceWorks,INV-0036-04-02168,Professional Services,2025-04-15,2025-05-15,2025-05-14,13791.46,Approved,6600,False,False,False,False,True
INVREC-0002169,PROP-0036,VEND-005,Bright Electric,INV-0036-04-02169,Repairs & Maintenance,2025-04-06,2025-04-21,2025-04-16,8720.41,Approved,6100,False,False,False,False,True
INVREC-0002170,PROP-0036,VEND-015,ComplianceWorks,INV-0036-04-02170,Professional Services,2025-04-22,2025-06-06,2025-06-06,7548.06,Pending,6600,False,False,False,True,True
INVREC-0002171,PROP-0036,VEND-004,Ace Plumbing,INV-0036-04-02171,Repairs & Maintenance,2025-04-24,2025-05-24,2025-05-24,9469.97,Approved,6100,False,False,False,False,True
INVREC-0002172,PROP-0036,VEND-017,OfficeWorks Supply,INV-0036-05-02172,Administrative,2025-05-03,2025-06-02,2025-06-02,2374.21,Approved,6800,False,False,False,False,True
INVREC-0002173,PROP-0036,VEND-005,Bright Electric,INV-0036-05-02173,Repairs & Maintenance,2025-05-08,2025-06-07,2025-06-04,5130.0,Approved,6100,False,False,False,False,True
INVREC-0002174,PROP-0036,VEND-010,FrontDesk Patrol,INV-0036-06-02174,Security,2025-06-16,2025-07-01,2025-06-29,11230.54,Approved,6300,False,False,False,False,True
INVREC-0002175,PROP-0036,VEND-014,LedgerPro Accounting,INV-0036-06-02175,Professional Services,2025-06-21,2025-07-21,2025-07-16,1458.0,Approved,6600,False,False,False,False,True
INVREC-0002176,PROP-0036,VEND-010,FrontDesk Patrol,INV-0036-06-02176,Security,2025-06-10,2025-07-10,2025-07-09,16372.54,Approved,6300,False,False,False,False,True
INVREC-0002177,PROP-0036,VEND-009,Guardian Security,INV-0036-06-02177,Security,2025-06-18,2025-07-18,2025-07-18,8143.03,Approved,6300,False,False,False,False,True
INVREC-0002178,PROP-0036,VEND-008,Gridline Energy,INV-0036-07-02178,Utilities,2025-07-18,2025-08-17,2025-08-16,3553.86,Pending,6200,False,False,False,True,True
INVREC-0002179,PROP-0036,VEND-003,Metro Mechanical,INV-0036-07-02179,Repairs & Maintenance,2025-07-20,2025-08-19,2025-09-02,4073.95,Approved,6100,True,False,False,True,True
INVREC-0002180,PROP-0036,VEND-010,FrontDesk Patrol,INV-0036-07-02180,Security,2025-07-08,2025-08-07,2025-08-01,3351.87,Approved,6300,False,False,False,False,True
INVREC-0002181,PROP-0036,VEND-015,ComplianceWorks,INV-0036-07-02181,Professional Services,2025-07-02,2025-08-01,2025-07-27,391.57,Approved,6600,False,False,False,False,True
INVREC-0002182,PROP-0036,VEND-008,Gridline Energy,INV-0036-07-02182,Utilities,2025-07-05,2025-08-19,2025-08-18,4427.78,Approved,6200,False,False,False,False,True
INVREC-0002183,PROP-0036,VEND-013,Urban Greenery,INV-0036-07-02183,Landscaping,2025-07-20,2025-08-19,2025-08-17,2154.96,Approved,6500,False,False,False,False,True
INVREC-0002184,PROP-0036,VEND-007,NY Water Services,INV-0036-07-02184,Utilities,2025-07-05,2025-08-04,2025-07-28,1301.97,Approved,6200,False,False,False,False,True
