financial_id,property_id,month,budget_income,actual_income,income_variance,income_variance_pct,budget_expenses,actual_expenses,expense_variance,expense_variance_pct,net_operating_income,ebitda,occupancy_rate,management_fee,synthetic_record
FIN-PROP-0041-202505,PROP-0041,2025-05-01,338861.4,298492.51,-40368.89,-0.1191,99370.29,104113.59,4743.31,0.0477,194378.91,186475.41,0.9271,7903.51,True
FIN-PROP-0041-202506,PROP-0041,2025-06-01,337024.78,306395.09,-30629.68,-0.0909,98449.48,104644.5,6195.02,0.0629,201750.6,190555.45,0.9193,11195.14,True
FIN-PROP-0041-202507,PROP-0041,2025-07-01,334515.91,318880.99,-15634.92,-0.0467,98112.43,104420.22,6307.79,0.0643,214460.77,204514.15,0.9738,9946.63,True
FIN-PROP-0041-202508,PROP-0041,2025-08-01,332007.04,309087.95,-22919.09,-0.069,98449.48,107811.54,9362.07,0.0951,201276.4,188444.41,0.9115,12831.99,True
FIN-PROP-0041-202509,PROP-0041,2025-09-01,330170.42,289455.65,-40714.78,-0.1233,99370.29,101563.46,2193.18,0.0221,187892.18,179416.52,0.9026,8475.66,True
FIN-PROP-0041-202510,PROP-0041,2025-10-01,329498.17,320441.04,-9057.14,-0.0275,100628.14,104924.88,4296.75,0.0427,215516.15,205528.12,0.9562,9988.03,True
FIN-PROP-0041-202511,PROP-0041,2025-11-01,330170.42,304746.67,-25423.75,-0.077,101885.99,103892.58,2006.59,0.0197,200854.09,191753.76,0.9061,9100.33,True
FIN-PROP-0041-202512,PROP-0041,2025-12-01,332007.04,315504.94,-16502.1,-0.0497,102806.8,104245.13,1438.33,0.014,211259.81,198257.08,0.9846,13002.73,True
FIN-PROP-0042-202501,PROP-0042,2025-01-01,79431.39,75190.21,-4241.18,-0.0534,22766.82,25046.11,2279.29,0.1001,50144.1,47309.89,0.9365,2834.21,True
FIN-PROP-0042-202502,PROP-0042,2025-02-01,80027.13,72296.22,-7730.91,-0.0966,22692.43,24623.01,1930.58,0.0851,47673.21,44742.0,0.9361,2931.21,True
FIN-PROP-0042-202503,PROP-0042,2025-03-01,80463.23,75476.26,-4986.98,-0.062,22489.18,26750.69,4261.51,0.1895,48725.57,46635.3,0.9404,2090.26,True
FIN-PROP-0042-202504,PROP-0042,2025-04-01,80622.86,78665.12,-1957.74,-0.0243,22211.53,22321.82,110.29,0.005,56343.3,54314.7,0.9781,2028.6,True
FIN-PROP-0042-202505,PROP-0042,2025-05-01,80463.23,69975.85,-10487.39,-0.1303,21933.89,23791.21,1857.32,0.0847,46184.64,44363.27,0.8841,1821.37,True
FIN-PROP-0042-202506,PROP-0042,2025-06-01,80027.13,75831.91,-4195.22,-0.0524,21730.64,24539.68,2809.04,0.1293,51292.22,49261.89,0.9438,2030.33,True
FIN-PROP-0042-202507,PROP-0042,2025-07-01,79431.39,68795.17,-10636.22,-0.1339,21656.24,22158.08,501.83,0.0232,46637.09,44376.43,0.8882,2260.66,True
FIN-PROP-0042-202508,PROP-0042,2025-08-01,78835.65,71759.01,-7076.65,-0.0898,21730.64,26320.15,4589.51,0.2112,45438.86,42404.41,0.8968,3034.45,True
FIN-PROP-0042-202509,PROP-0042,2025-09-01,78399.55,73530.66,-4868.88,-0.0621,21933.89,25112.16,3178.27,0.1449,48418.51,45227.98,0.9258,3190.53,True
FIN-PROP-0042-202510,PROP-0042,2025-10-01,78239.92,71990.79,-6249.13,-0.0799,22211.53,24841.95,2630.41,0.1184,47148.84,43984.44,0.9418,3164.41,True
FIN-PROP-0042-202511,PROP-0042,2025-11-01,78399.55,78061.13,-338.41,-0.0043,22489.18,25872.21,3383.03,0.1504,52188.92,50159.95,0.99,2028.98,True
FIN-PROP-0042-202512,PROP-0042,2025-12-01,78835.65,68872.97,-9962.68,-0.1264,22692.43,25811.92,3119.49,0.1375,43061.05,41312.12,0.8884,1748.93,True
FIN-PROP-0043-202501,PROP-0043,2025-01-01,68619.59,61784.1,-6835.49,-0.0996,24108.96,25660.58,1551.61,0.0644,36123.53,33996.02,0.8837,2127.51,True
FIN-PROP-0043-202502,PROP-0043,2025-02-01,69134.24,60379.21,-8755.03,-0.1266,24030.18,25826.63,1796.45,0.0748,34552.58,32362.61,0.8978,2189.96,True
FIN-PROP-0043-202503,PROP-0043,2025-03-01,69510.98,63341.7,-6169.29,-0.0888,23814.95,24360.23,545.28,0.0229,38981.47,37097.25,0.913,1884.22,True
FIN-PROP-0043-202504,PROP-0043,2025-04-01,69648.88,63178.07,-6470.81,-0.0929,23520.94,23118.98,-401.96,-0.0171,40059.1,38325.52,0.9263,1733.57,True
FIN-PROP-0043-202505,PROP-0043,2025-05-01,69510.98,66152.01,-3358.98,-0.0483,23226.93,21813.15,-1413.78,-0.0609,44338.86,42341.31,0.9531,1997.54,True
FIN-PROP-0043-202506,PROP-0043,2025-06-01,69134.24,62426.8,-6707.44,-0.097,23011.7,21716.07,-1295.63,-0.0563,40710.73,38656.32,0.8972,2054.41,True
FIN-PROP-0043-202507,PROP-0043,2025-07-01,68619.59,66393.0,-2226.59,-0.0324,22932.92,20481.1,-2451.82,-0.1069,45911.91,42960.21,0.9443,2951.7,True
FIN-PROP-0043-202508,PROP-0043,2025-08-01,68104.94,58309.7,-9795.25,-0.1438,23011.7,21670.66,-1341.04,-0.0583,36639.04,34700.61,0.9058,1938.43,True
FIN-PROP-0043-202509,PROP-0043,2025-09-01,67728.2,64211.29,-3516.91,-0.0519,23226.93,22120.78,-1106.15,-0.0476,42090.51,39433.09,0.9498,2657.42,True
FIN-PROP-0043-202510,PROP-0043,2025-10-01,67590.3,57791.18,-9799.12,-0.145,23520.94,23367.66,-153.28,-0.0065,34423.52,32083.53,0.8606,2339.99,True
FIN-PROP-0043-202511,PROP-0043,2025-11-01,67728.2,62360.89,-5367.3,-0.0792,23814.95,23878.14,63.19,0.0027,38482.75,36633.95,0.8918,1848.8,True
FIN-PROP-0043-202512,PROP-0043,2025-12-01,68104.94,60822.74,-7282.2,-0.1069,24030.18,24654.84,624.66,0.026,36167.9,34398.4,0.861,1769.5,True
FIN-PROP-0044-202501,PROP-0044,2025-01-01,25614.35,23951.15,-1663.2,-0.0649,8576.16,8945.27,369.11,0.043,15005.88,14045.45,0.9313,960.42,True
FIN-PROP-0044-202502,PROP-0044,2025-02-01,25806.46,24585.25,-1221.2,-0.0473,8548.14,9873.79,1325.66,0.1551,14711.46,13806.73,0.9505,904.73,True
FIN-PROP-0044-202503,PROP-0044,2025-03-01,25947.09,23852.65,-2094.44,-0.0807,8471.57,9996.76,1525.18,0.18,13855.89,12938.3,0.9282,917.59,True
FIN-PROP-0044-202504,PROP-0044,2025-04-01,25998.57,24286.19,-1712.37,-0.0659,8366.99,9012.2,645.21,0.0771,15273.99,14213.29,0.9253,1060.7,True
FIN-PROP-0044-202505,PROP-0044,2025-05-01,25947.09,25411.66,-535.43,-0.0206,8262.4,8813.21,550.81,0.0667,16598.44,15579.35,0.9733,1019.09,True
FIN-PROP-0044-202506,PROP-0044,2025-06-01,25806.46,25760.42,-46.04,-0.0018,8185.84,8951.99,766.16,0.0936,16808.43,15829.6,0.9781,978.83,True
FIN-PROP-0044-202507,PROP-0044,2025-07-01,25614.35,23588.68,-2025.67,-0.0791,8157.81,8398.0,240.19,0.0294,15190.68,14563.92,0.9262,626.76,True
FIN-PROP-0044-202508,PROP-0044,2025-08-01,25422.24,22999.67,-2422.57,-0.0953,8185.84,8956.42,770.59,0.0941,14043.25,13435.23,0.8898,608.02,True
FIN-PROP-0044-202509,PROP-0044,2025-09-01,25281.61,25539.91,258.3,0.0102,8262.4,9765.96,1503.56,0.182,15773.95,14926.93,0.99,847.02,True
FIN-PROP-0044-202510,PROP-0044,2025-10-01,25230.13,22632.48,-2597.66,-0.103,8366.99,8897.72,530.74,0.0634,13734.75,13003.6,0.8986,731.16,True
FIN-PROP-0044-202511,PROP-0044,2025-11-01,25281.61,23913.76,-1367.85,-0.0541,8471.57,9262.07,790.49,0.0933,14651.69,13780.17,0.9436,871.52,True
FIN-PROP-0044-202512,PROP-0044,2025-12-01,25422.24,24012.08,-1410.17,-0.0555,8548.14,8992.04,443.9,0.0519,15020.04,14028.73,0.9425,991.31,True
FIN-PROP-0045-202501,PROP-0045,2025-01-01,310526.16,286681.31,-23844.85,-0.0768,86303.67,85040.2,-1263.47,-0.0146,201641.11,190383.98,0.9008,11257.13,True
FIN-PROP-0045-202502,PROP-0045,2025-02-01,312855.11,298266.87,-14588.23,-0.0466,86021.66,81918.85,-4102.81,-0.0477,216348.03,207227.0,0.976,9121.03,True
FIN-PROP-0045-202503,PROP-0045,2025-03-01,314560.01,281656.1,-32903.91,-0.1046,85251.19,88047.75,2796.57,0.0328,193608.35,185625.1,0.9167,7983.25,True
FIN-PROP-0045-202504,PROP-0045,2025-04-01,315184.05,289388.43,-25795.62,-0.0818,84198.7,92920.71,8722.0,0.1036,196467.72,188459.12,0.9267,8008.6,True
FIN-PROP-0045-202505,PROP-0045,2025-05-01,314560.01,302541.34,-12018.67,-0.0382,83146.22,84633.05,1486.83,0.0179,217908.29,208243.96,0.9553,9664.33,True
FIN-PROP-0045-202506,PROP-0045,2025-06-01,312855.11,297743.51,-15111.59,-0.0483,82375.75,85601.56,3225.81,0.0392,212141.95,201303.75,0.9092,10838.2,True
FIN-PROP-0045-202507,PROP-0045,2025-07-01,310526.16,296391.15,-14135.01,-0.0455,82093.74,84740.58,2646.85,0.0322,211650.56,202309.71,0.9276,9340.85,True
FIN-PROP-0045-202508,PROP-0045,2025-08-01,308197.21,298652.08,-9545.14,-0.031,82375.75,77036.61,-5339.14,-0.0648,221615.46,210223.55,0.9476,11391.91,True
FIN-PROP-0045-202509,PROP-0045,2025-09-01,306492.31,290926.49,-15565.82,-0.0508,83146.22,79490.21,-3656.01,-0.044,211436.27,201032.71,0.9616,10403.57,True
FIN-PROP-0045-202510,PROP-0045,2025-10-01,305868.27,293906.38,-11961.89,-0.0391,84198.7,84159.49,-39.22,-0.0005,209746.89,198893.14,0.9322,10853.75,True
FIN-PROP-0045-202511,PROP-0045,2025-11-01,306492.31,289777.26,-16715.05,-0.0545,85251.19,98332.7,13081.51,0.1534,191444.56,181551.23,0.9353,9893.33,True
FIN-PROP-0045-202512,PROP-0045,2025-12-01,308197.21,299010.72,-9186.5,-0.0298,86021.66,85481.9,-539.76,-0.0063,213528.82,202279.57,0.9458,11249.25,True
FIN-PROP-0046-202501,PROP-0046,2025-01-01,469073.06,434310.84,-34762.22,-0.0741,201359.17,216823.71,15464.53,0.0768,217487.14,198500.74,0.9209,18986.4,True
FIN-PROP-0046-202502,PROP-0046,2025-02-01,472591.11,466537.68,-6053.43,-0.0128,200701.2,220916.54,20215.34,0.1007,245621.14,233584.41,0.9774,12036.73,True
FIN-PROP-0046-202503,PROP-0046,2025-03-01,475166.5,432553.59,-42612.91,-0.0897,198903.57,215059.49,16155.92,0.0812,217494.1,199955.14,0.9435,17538.96,True
FIN-PROP-0046-202504,PROP-0046,2025-04-01,476109.16,477769.29,1660.13,0.0035,196447.97,233390.38,36942.41,0.1881,244378.91,226469.38,0.9581,17909.53,True
FIN-PROP-0046-202505,PROP-0046,2025-05-01,475166.5,417992.23,-57174.27,-0.1203,193992.37,238880.27,44887.89,0.2314,179111.96,167305.09,0.8837,11806.87,True
FIN-PROP-0046-202506,PROP-0046,2025-06-01,472591.11,423984.85,-48606.26,-0.1029,192194.75,209162.37,16967.62,0.0883,214822.48,203408.51,0.8902,11413.97,True
FIN-PROP-0046-202507,PROP-0046,2025-07-01,469073.06,428293.23,-40779.83,-0.0869,191536.77,207839.07,16302.3,0.0851,220454.16,205775.6,0.9092,14678.56,True
FIN-PROP-0046-202508,PROP-0046,2025-08-01,465555.01,422495.49,-43059.53,-0.0925,192194.75,209891.22,17696.47,0.0921,212604.26,198732.35,0.9274,13871.91,True
FIN-PROP-0046-202509,PROP-0046,2025-09-01,462979.62,416450.03,-46529.6,-0.1005,193992.37,230264.17,36271.79,0.187,186185.86,175476.17,0.9162,10709.69,True
FIN-PROP-0046-202510,PROP-0046,2025-10-01,462036.96,472303.63,10266.67,0.0222,196447.97,228246.99,31799.02,0.1619,244056.64,231996.97,0.99,12059.67,True
FIN-PROP-0046-202511,PROP-0046,2025-11-01,462979.62,472419.35,9439.73,0.0204,198903.57,215538.19,16634.61,0.0836,256881.17,243118.52,0.9656,13762.64,True
FIN-PROP-0046-202512,PROP-0046,2025-12-01,465555.01,425303.97,-40251.04,-0.0865,200701.2,202711.81,2010.61,0.01,222592.16,203455.32,0.9443,19136.83,True
FIN-PROP-0047-202501,PROP-0047,2025-01-01,102280.96,96332.99,-5947.97,-0.0582,49016.6,52469.22,3452.62,0.0704,43863.78,40301.23,0.9221,3562.55,True
FIN-PROP-0047-202502,PROP-0047,2025-02-01,103048.07,91206.96,-11841.11,-0.1149,48856.43,53246.05,4389.62,0.0898,37960.91,35677.83,0.9162,2283.08,True
FIN-PROP-0047-202503,PROP-0047,2025-03-01,103609.63,104212.59,602.96,0.0058,48418.84,55706.07,7287.23,0.1505,48506.52,44609.09,0.9821,3897.44,True
FIN-PROP-0047-202504,PROP-0047,2025-04-01,103815.18,88400.85,-15414.33,-0.1485,47821.07,46750.47,-1070.6,-0.0224,41650.38,38966.74,0.9141,2683.64,True
FIN-PROP-0047-202505,PROP-0047,2025-05-01,103609.63,94625.76,-8983.87,-0.0867,47223.31,50594.38,3371.07,0.0714,44031.38,40466.78,0.8919,3564.6,True
FIN-PROP-0047-202506,PROP-0047,2025-06-01,103048.07,101803.23,-1244.84,-0.0121,46785.72,53285.2,6499.49,0.1389,48518.02,45240.83,0.99,3277.19,True
FIN-PROP-0047-202507,PROP-0047,2025-07-01,102280.96,97725.82,-4555.15,-0.0445,46625.55,56343.2,9717.66,0.2084,41382.62,38304.53,0.9398,3078.09,True
FIN-PROP-0047-202508,PROP-0047,2025-08-01,101513.86,97695.93,-3817.93,-0.0376,46785.72,48991.02,2205.31,0.0471,48704.91,44846.01,0.9564,3858.89,True
FIN-PROP-0047-202509,PROP-0047,2025-09-01,100952.29,94335.44,-6616.86,-0.0655,47223.31,50438.98,3215.67,0.0681,43896.46,41261.53,0.9503,2634.93,True
FIN-PROP-0047-202510,PROP-0047,2025-10-01,100746.75,90971.11,-9775.64,-0.097,47821.07,51452.74,3631.66,0.0759,39518.38,35624.08,0.9442,3894.29,True
FIN-PROP-0047-202511,PROP-0047,2025-11-01,100952.29,88568.1,-12384.19,-0.1227,48418.84,52255.01,3836.17,0.0792,36313.1,32376.96,0.9222,3936.13,True
FIN-PROP-0047-202512,PROP-0047,2025-12-01,101513.86,92093.7,-9420.15,-0.0928,48856.43,58111.44,9255.01,0.1894,33982.26,31088.21,0.8998,2894.06,True
FIN-PROP-0048-202501,PROP-0048,2025-01-01,308854.32,315804.53,6950.21,0.0225,120989.01,128595.83,7606.82,0.0629,187208.7,178534.0,0.99,8674.7,True
FIN-PROP-0048-202502,PROP-0048,2025-02-01,311170.73,305024.93,-6145.8,-0.0198,120593.65,136600.23,16006.58,0.1327,168424.7,159230.95,0.99,9193.75,True
FIN-PROP-0048-202503,PROP-0048,2025-03-01,312866.46,284248.93,-28617.52,-0.0915,119513.53,127432.12,7918.59,0.0663,156816.81,145109.84,0.9318,11706.97,True
FIN-PROP-0048-202504,PROP-0048,2025-04-01,313487.13,286107.55,-27379.59,-0.0873,118038.06,135351.48,17313.43,0.1467,150756.06,138126.91,0.9226,12629.16,True
FIN-PROP-0048-202505,PROP-0048,2025-05-01,312866.46,293774.54,-19091.91,-0.061,116562.58,126589.92,10027.34,0.086,167184.62,156954.79,0.9348,10229.83,True
FIN-PROP-0048-202506,PROP-0048,2025-06-01,311170.73,280591.92,-30578.81,-0.0983,115482.46,111816.57,-3665.89,-0.0317,168775.35,158683.21,0.9091,10092.14,True
FIN-PROP-0048-202507,PROP-0048,2025-07-01,308854.32,298216.8,-10637.52,-0.0344,115087.1,128189.96,13102.86,0.1139,170026.84,158930.66,0.9521,11096.18,True
FIN-PROP-0048-202508,PROP-0048,2025-08-01,306537.91,298259.53,-8278.38,-0.027,115482.46,132778.97,17296.51,0.1498,165480.56,157095.66,0.99,8384.9,True
FIN-PROP-0048-202509,PROP-0048,2025-09-01,304842.18,277061.2,-27780.98,-0.0911,116562.58,126964.53,10401.95,0.0892,150096.67,140664.47,0.9028,9432.19,True
FIN-PROP-0048-202510,PROP-0048,2025-10-01,304221.51,277242.51,-26978.99,-0.0887,118038.06,134224.37,16186.32,0.1371,143018.14,130859.66,0.9262,12158.48,True
FIN-PROP-0048-202511,PROP-0048,2025-11-01,304842.18,259033.62,-45808.56,-0.1503,119513.53,130419.53,10906.0,0.0913,128614.09,119892.73,0.8896,8721.36,True
FIN-PROP-0048-202512,PROP-0048,2025-12-01,306537.91,279630.98,-26906.94,-0.0878,120593.65,121233.76,640.1,0.0053,158397.22,150615.2,0.9045,7782.02,True
FIN-PROP-0049-202501,PROP-0049,2025-01-01,517445.47,461453.93,-55991.54,-0.1082,140498.95,174583.31,34084.36,0.2426,286870.62,273138.61,0.9025,13732.0,True
FIN-PROP-0049-202502,PROP-0049,2025-02-01,521326.31,472888.32,-48438.0,-0.0929,140039.84,135932.22,-4107.62,-0.0293,336956.09,324223.28,0.8914,12732.82,True
FIN-PROP-0049-202503,PROP-0049,2025-03-01,524167.29,447278.93,-76888.36,-0.1467,138785.55,159750.44,20964.9,0.1511,287528.49,275945.31,0.8704,11583.18,True
FIN-PROP-0049-202504,PROP-0049,2025-04-01,525207.15,488931.14,-36276.01,-0.0691,137072.14,147284.72,10212.57,0.0745,341646.42,324921.27,0.9551,16725.15,True
FIN-PROP-0049-202505,PROP-0049,2025-05-01,524167.29,516404.58,-7762.71,-0.0148,135358.74,150875.06,15516.32,0.1146,365529.52,346768.45,0.9602,18761.07,True
FIN-PROP-0049-202506,PROP-0049,2025-06-01,521326.31,504920.49,-16405.82,-0.0315,134104.44,146509.33,12404.88,0.0925,358411.16,341366.96,0.9789,17044.21,True
FIN-PROP-0049-202507,PROP-0049,2025-07-01,517445.47,493676.4,-23769.07,-0.0459,133645.34,158990.69,25345.35,0.1896,334685.71,318574.92,0.9252,16110.79,True
FIN-PROP-0049-202508,PROP-0049,2025-08-01,513564.63,496236.5,-17328.13,-0.0337,134104.44,147037.26,12932.82,0.0964,349199.24,333508.47,0.943,15690.77,True
FIN-PROP-0049-202509,PROP-0049,2025-09-01,510723.66,480901.79,-29821.87,-0.0584,135358.74,164098.97,28740.23,0.2123,316802.82,303156.52,0.9589,13646.3,True
FIN-PROP-0049-202510,PROP-0049,2025-10-01,509683.79,490841.89,-18841.9,-0.037,137072.14,151573.14,14500.99,0.1058,339268.75,326817.38,0.9349,12451.37,True
FIN-PROP-0049-202511,PROP-0049,2025-11-01,510723.66,463064.53,-47659.13,-0.0933,138785.55,159845.83,21060.28,0.1517,303218.7,288371.32,0.9276,14847.39,True
FIN-PROP-0049-202512,PROP-0049,2025-12-01,513564.63,473166.43,-40398.2,-0.0787,140039.84,153356.3,13316.46,0.0951,319810.13,304470.23,0.9529,15339.9,True
FIN-PROP-0050-202501,PROP-0050,2025-01-01,59964.41,55863.42,-4100.99,-0.0684,23566.0,24451.69,885.69,0.0376,31411.73,29403.08,0.941,2008.65,True
FIN-PROP-0050-202502,PROP-0050,2025-02-01,60414.14,57508.02,-2906.12,-0.0481,23488.99,23539.17,50.18,0.0021,33968.85,31844.84,0.9363,2124.01,True
FIN-PROP-0050-202503,PROP-0050,2025-03-01,60743.37,59681.49,-1061.88,-0.0175,23278.61,24387.5,1108.89,0.0476,35293.98,33071.07,0.9812,2222.92,True
FIN-PROP-0050-202504,PROP-0050,2025-04-01,60863.88,58194.66,-2669.21,-0.0439,22991.22,24935.65,1944.43,0.0846,33259.02,31520.03,0.967,1738.98,True
FIN-PROP-0050-202505,PROP-0050,2025-05-01,60743.37,57561.61,-3181.76,-0.0524,22703.83,22227.07,-476.76,-0.021,35334.54,33831.44,0.948,1503.1,True
FIN-PROP-0050-202506,PROP-0050,2025-06-01,60414.14,57276.16,-3137.99,-0.0519,22493.44,21848.11,-645.33,-0.0287,35428.04,33382.32,0.9563,2045.72,True
FIN-PROP-0050-202507,PROP-0050,2025-07-01,59964.41,56486.27,-3478.14,-0.058,22416.44,20959.55,-1456.89,-0.065,35526.72,33201.53,0.9367,2325.19,True
FIN-PROP-0050-202508,PROP-0050,2025-08-01,59514.68,58626.49,-888.19,-0.0149,22493.44,23190.46,697.02,0.031,35436.02,33824.33,0.9604,1611.69,True
FIN-PROP-0050-202509,PROP-0050,2025-09-01,59185.45,57694.81,-1490.64,-0.0252,22703.83,22880.34,176.51,0.0078,34814.47,32814.67,0.975,1999.8,True
FIN-PROP-0050-202510,PROP-0050,2025-10-01,59064.94,56225.82,-2839.13,-0.0481,22991.22,23304.76,313.54,0.0136,32921.06,30906.37,0.9584,2014.68,True
FIN-PROP-0050-202511,PROP-0050,2025-11-01,59185.45,58222.99,-962.46,-0.0163,23278.61,22696.37,-582.24,-0.025,35526.62,33854.4,0.9899,1672.22,True
FIN-PROP-0050-202512,PROP-0050,2025-12-01,59514.68,55314.27,-4200.41,-0.0706,23488.99,24563.83,1074.83,0.0458,30750.44,28767.23,0.9425,1983.21,True
FIN-PROP-0051-202501,PROP-0051,2025-01-01,33059.04,32113.7,-945.34,-0.0286,13745.26,14093.49,348.23,0.0253,18020.21,16591.64,0.9689,1428.57,True
FIN-PROP-0051-202502,PROP-0051,2025-02-01,33306.98,33444.04,137.06,0.0041,13700.35,13059.87,-640.48,-0.0467,20384.17,19509.42,0.9867,874.75,True
FIN-PROP-0051-202503,PROP-0051,2025-03-01,33488.49,29132.78,-4355.71,-0.1301,13577.64,13575.44,-2.2,-0.0002,15557.34,14284.98,0.8734,1272.37,True
FIN-PROP-0051-202504,PROP-0051,2025-04-01,33554.93,33038.85,-516.08,-0.0154,13410.01,14477.64,1067.62,0.0796,18561.21,17337.55,0.9733,1223.66,True
FIN-PROP-0051-202505,PROP-0051,2025-05-01,33488.49,30930.82,-2557.67,-0.0764,13242.39,13859.65,617.26,0.0466,17071.17,15802.58,0.971,1268.58,True
FIN-PROP-0051-202506,PROP-0051,2025-06-01,33306.98,32343.31,-963.67,-0.0289,13119.68,12892.57,-227.11,-0.0173,19450.74,18540.87,0.9166,909.88,True
FIN-PROP-0051-202507,PROP-0051,2025-07-01,33059.04,32264.05,-794.99,-0.024,13074.76,13522.73,447.97,0.0343,18741.32,17706.43,0.9491,1034.89,True
FIN-PROP-0051-202508,PROP-0051,2025-08-01,32811.1,28530.94,-4280.16,-0.1304,13119.68,14197.52,1077.84,0.0822,14333.42,13270.37,0.8905,1063.05,True
FIN-PROP-0051-202509,PROP-0051,2025-09-01,32629.59,31857.83,-771.76,-0.0237,13242.39,12084.37,-1158.02,-0.0874,19773.46,18657.42,0.9536,1116.04,True
FIN-PROP-0051-202510,PROP-0051,2025-10-01,32563.15,32231.39,-331.77,-0.0102,13410.01,15154.32,1744.31,0.1301,17077.07,15816.5,0.9567,1260.57,True
FIN-PROP-0051-202511,PROP-0051,2025-11-01,32629.59,29138.14,-3491.45,-0.107,13577.64,15231.8,1654.16,0.1218,13906.34,12721.65,0.9036,1184.69,True
FIN-PROP-0051-202512,PROP-0051,2025-12-01,32811.1,31432.93,-1378.16,-0.042,13700.35,13776.83,76.49,0.0056,17656.1,16657.81,0.9192,998.29,True
FIN-PROP-0052-202501,PROP-0052,2025-01-01,235035.03,213619.22,-21415.81,-0.0911,60227.73,67218.95,6991.22,0.1161,146400.28,140114.23,0.9395,6286.05,True
FIN-PROP-0052-202502,PROP-0052,2025-02-01,236797.79,224814.98,-11982.81,-0.0506,60030.92,66211.7,6180.78,0.103,158603.28,149550.72,0.9241,9052.56,True
FIN-PROP-0052-202503,PROP-0052,2025-03-01,238088.22,238977.52,889.3,0.0037,59493.24,58816.38,-676.86,-0.0114,180161.14,173789.62,0.9544,6371.52,True
FIN-PROP-0052-202504,PROP-0052,2025-04-01,238560.56,221411.67,-17148.89,-0.0719,58758.76,61381.88,2623.12,0.0446,160029.79,154014.19,0.9539,6015.6,True
FIN-PROP-0052-202505,PROP-0052,2025-05-01,238088.22,233350.7,-4737.52,-0.0199,58024.27,61458.05,3433.77,0.0592,171892.65,164150.43,0.9711,7742.23,True
FIN-PROP-0052-202506,PROP-0052,2025-06-01,236797.79,227800.91,-8996.89,-0.038,57486.59,61870.5,4383.91,0.0763,165930.41,156646.53,0.9514,9283.88,True
FIN-PROP-0052-202507,PROP-0052,2025-07-01,235035.03,211027.69,-24007.34,-0.1021,57289.79,64219.96,6930.17,0.121,146807.73,138975.41,0.9519,7832.33,True
FIN-PROP-0052-202508,PROP-0052,2025-08-01,233272.27,220134.41,-13137.86,-0.0563,57486.59,60547.64,3061.05,0.0532,159586.77,152369.45,0.9181,7217.32,True
FIN-PROP-0052-202509,PROP-0052,2025-09-01,231981.84,201359.68,-30622.15,-0.132,58024.27,67364.15,9339.88,0.161,133995.53,128138.52,0.915,5857.01,True
FIN-PROP-0052-202510,PROP-0052,2025-10-01,231509.5,211476.58,-20032.93,-0.0865,58758.76,66055.61,7296.85,0.1242,145420.97,137973.19,0.938,7447.77,True
FIN-PROP-0052-202511,PROP-0052,2025-11-01,231981.84,231486.99,-494.84,-0.0021,59493.24,65364.92,5871.68,0.0987,166122.07,157895.31,0.99,8226.77,True
FIN-PROP-0052-202512,PROP-0052,2025-12-01,233272.27,222716.0,-10556.27,-0.0453,60030.92,62524.08,2493.16,0.0415,160191.92,152574.62,0.9856,7617.3,True
FIN-PROP-0053-202501,PROP-0053,2025-01-01,41152.75,37800.38,-3352.37,-0.0815,10545.39,10675.43,130.04,0.0123,27124.95,26082.87,0.9497,1042.09,True
FIN-PROP-0053-202502,PROP-0053,2025-02-01,41461.4,37672.6,-3788.8,-0.0914,10510.93,9910.98,-599.95,-0.0571,27761.62,26236.37,0.9215,1525.24,True
FIN-PROP-0053-202503,PROP-0053,2025-03-01,41687.34,35998.72,-5688.62,-0.1365,10416.79,9969.72,-447.07,-0.0429,26028.99,24522.01,0.8411,1506.98,True
FIN-PROP-0053-202504,PROP-0053,2025-04-01,41770.04,39426.31,-2343.74,-0.0561,10288.19,10259.6,-28.58,-0.0028,29166.7,27516.74,0.9373,1649.96,True
FIN-PROP-0053-202505,PROP-0053,2025-05-01,41687.34,37953.2,-3734.14,-0.0896,10159.59,9874.23,-285.36,-0.0281,28078.98,26743.18,0.9251,1335.79,True
FIN-PROP-0053-202506,PROP-0053,2025-06-01,41461.4,37045.1,-4416.29,-0.1065,10065.44,9903.63,-161.81,-0.0161,27141.47,25640.44,0.9147,1501.03,True
FIN-PROP-0053-202507,PROP-0053,2025-07-01,41152.75,37561.78,-3590.97,-0.0873,10030.98,9521.5,-509.48,-0.0508,28040.28,26650.7,0.9091,1389.58,True
FIN-PROP-0053-202508,PROP-0053,2025-08-01,40844.1,36662.91,-4181.2,-0.1024,10065.44,9999.54,-65.9,-0.0065,26663.36,25716.21,0.9201,947.15,True
FIN-PROP-0053-202509,PROP-0053,2025-09-01,40618.16,36557.4,-4060.76,-0.1,10159.59,9961.57,-198.02,-0.0195,26595.83,25191.89,0.9463,1403.95,True
FIN-PROP-0053-202510,PROP-0053,2025-10-01,40535.46,38891.08,-1644.38,-0.0406,10288.19,10103.8,-184.38,-0.0179,28787.28,27796.28,0.9281,991.0,True
FIN-PROP-0053-202511,PROP-0053,2025-11-01,40618.16,36605.49,-4012.67,-0.0988,10416.79,10140.4,-276.39,-0.0265,26465.1,25533.59,0.9093,931.5,True
